SET,SHRINE,ITEM,CLASS,SOURCE NAMED IN ARTICLE,P612 STAGED,STATUS,EVIDENCE (the sentence),FIX,NOTE
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/白山神社_(新潟市中央区一番堀通町)"",""白山神社 (新潟市中央区一番堀通町)"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11579595"",""Q11579595"")",TRANSFER,白山比咩神社,"=HYPERLINK(""https://www.wikidata.org/wiki/Q704702"",""白山比咩神社"")",ok,菊理媛大神は加賀国の白山比咩神社（白山権現）を勧請したものである。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/白峯神宮"",""白峯神宮"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q705635"",""Q705635"")",TRANSFER,白峯陵・頓証寺殿（讃岐国）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q929682"",""Q929682"")",ok,頓証寺殿の本尊であった崇徳上皇僧形座像図を当宮に移し、翌日、明治天皇が親拝した。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/盛岡八幡宮"",""盛岡八幡宮"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11581351"",""Q11581351"")",TRANSFER,石清水八幡宮,"=HYPERLINK(""https://www.wikidata.org/wiki/Q710098"",""石清水八幡宮"")",ok,康平5年、源頼義が安倍氏討伐の際に、戦勝を祈願して石清水八幡を勧請したのに始まると伝えられる。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/石上神宮"",""石上神宮"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q708859"",""Q708859"")",TRANSFER,宮中（宇摩志麻治命の斎場。一説に石上布都魂神社）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q11453221"",""Q11453221"")",ok,物部氏の祖宇摩志麻治命により宮中で祀られていたものを当社に移したという。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/石清水八幡宮"",""石清水八幡宮"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q710098"",""Q710098"")",TRANSFER,宇佐神宮,"=HYPERLINK(""https://www.wikidata.org/wiki/Q715632"",""宇佐神宮"")",ok,貞観年間に大安寺僧の行教が宇佐神宮から勧請した神社で、男山山上に鎮座された。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/祐徳稲荷神社"",""祐徳稲荷神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q251682"",""Q251682"")",TRANSFER,伏見稲荷大社,"=HYPERLINK(""https://www.wikidata.org/wiki/Q714828"",""Q714828"")",ok,萬子媛が朝廷の勅願所であった伏見稲荷より稲荷大神の御分霊を勧請したのに始まる。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/神明神社_(福井市)"",""神明神社 (福井市)"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11590317"",""Q11590317"")",TRANSFER,伊勢神宮（内宮・皇大神宮）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q687168"",""伊勢神宮"")",ok,延長2年に神霊を足羽神社に祀り、間もなく現在地に社殿を造営して遷座したという。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/神柱宮"",""神柱宮"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q3192663"",""Q3192663"")",TRANSFER,伊勢神宮,"=HYPERLINK(""https://www.wikidata.org/wiki/Q687168"",""伊勢神宮"")",ok,万寿3年、天照皇大神の神託を受けて伊勢神宮より梅北村益貫に勧請したのに始まると伝えられる。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/竹駒神社"",""竹駒神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q521319"",""Q521319"")",TRANSFER,伏見稲荷大社,"=HYPERLINK(""https://www.wikidata.org/wiki/Q714828"",""Q714828"")",ok,承和9年6月に小野篁が陸奥国司として赴任した際、伏見稲荷を勧請して創建したと伝える。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/筥崎宮"",""筥崎宮"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q714742"",""Q714742"")",TRANSFER,大分宮（筑前国穂波郡）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q11432652"",""Q11432652"")",ok,延喜21年6月21日に八幡神の託宣があり、筑前国穂波郡の大分宮を玄界灘に面した土地に移したのに始まる。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/若一王子神社"",""若一王子神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11616187"",""Q11616187"")",TRANSFER,熊野那智大社,"=HYPERLINK(""https://www.wikidata.org/wiki/Q710359"",""熊野那智大社"")",ok,仁科盛遠が紀伊国熊野権現に詣でた際、那智大社第五殿に祀られる若一王子を勧請し、仁科荘の鎮守とした。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/菅生石部神社"",""菅生石部神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11619342"",""Q11619342"")",TRANSFER,宮中（宮中で祀られていた菅生石部神）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q11453221"",""Q11453221"")",ok,用明天皇元年、この地で疾病が流行したとき、宮中で祀られていた菅生石部神が勧請されたのに始まるという。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/藤崎八旛宮"",""藤崎八旛宮"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q167146"",""Q167146"")",TRANSFER,石清水八幡宮,"=HYPERLINK(""https://www.wikidata.org/wiki/Q710098"",""石清水八幡宮"")",ok,承平5年、国府の所在地であった宮崎庄の茶臼山に石清水八幡宮から勧請を受けて創建された。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/谷地八幡宮"",""谷地八幡宮"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11632782"",""Q11632782"")",TRANSFER,石清水八幡宮,"=HYPERLINK(""https://www.wikidata.org/wiki/Q710098"",""石清水八幡宮"")",ok,寛治5年、源義家が、神恩に感謝して石清水から白鳥村に八幡神を勧請して祭祀を行ったのに始まると伝えられる。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/金峯神社_(鶴岡市)"",""金峯神社 (鶴岡市)"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11647032"",""Q11647032"")",TRANSFER,金峯神社（大和国吉野の金峯山）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q11488964"",""Q11488964"")",ok,承暦年間、大和国宇多郡の丹波守盛宗が出羽国に移る際に吉野の金峯山の神を勧請したと伝える。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/鎮西大社諏訪神社"",""鎮西大社諏訪神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q84028"",""Q84028"")",TRANSFER,京都の諏訪神社（異説：唐津の諏訪神社）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q2370082"",""Q2370082"")",ok,弘治元年に、長崎織部亮為英が京都の諏訪神社の分霊を、現在の風頭山の麓に奉祀したのが始まりという説,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/長浜八幡宮"",""長浜八幡宮"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11653283"",""Q11653283"")",TRANSFER,石清水八幡宮,"=HYPERLINK(""https://www.wikidata.org/wiki/Q710098"",""石清水八幡宮"")",ok,延久元年に勅願を受けて、石清水八幡宮より祭神を分霊し、新放生寺の境内にその境内社として社が創建された,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/青井阿蘇神社"",""青井阿蘇神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q2857960"",""Q2857960"")",TRANSFER,阿蘇神社（熊本県阿蘇市）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q715639"",""阿蘇神社"")",ok,大同元年9月9日に神託により阿蘇神社から阿蘇三社の分霊を当地球磨郡青井郷に祀ったのに始まると伝える。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/静岡浅間神社"",""静岡浅間神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q500368"",""Q500368"")",TRANSFER,富士山本宮浅間大社,"=HYPERLINK(""https://www.wikidata.org/wiki/Q653180"",""富士山本宮浅間大社"")",ok,延喜元年、醍醐天皇の勅願により富士山本宮浅間大社より総社神部神社の隣に勧請され,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/高橋稲荷神社"",""高橋稲荷神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11671498"",""Q11671498"")",TRANSFER,伏見稲荷大社,"=HYPERLINK(""https://www.wikidata.org/wiki/Q714828"",""Q714828"")",ok,明応5年、城内鎮守のため京都の伏見稲荷神社から稲荷大明神を勧請したのに始まる。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/鬪雞神社"",""鬪雞神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11656593"",""Q11656593"")",TRANSFER,熊野三山（熊野本宮大社）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q10403700"",""Q10403700"")",ok,12世紀前半に熊野別当・湛快のときに熊野三所権現を勧請した。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/鳥海月山両所宮"",""鳥海月山両所宮"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11675030"",""Q11675030"")",TRANSFER,鳥海山大物忌神社（飽海郡吹浦の鳥海山両所神社）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q11173679"",""鳥海山大物忌神社"")",ok,康平6年、その報賽として最上郷山形に社殿を造営して分霊を勧請し,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/鷲尾愛宕神社"",""鷲尾愛宕神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11676235"",""Q11676235"")",TRANSFER,愛宕神社（京都・愛宕山白雲寺）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q713021"",""愛宕神社"")",ok,寛永11年、京都の愛宕山白雲寺より愛宕権現を勧請し、鷲尾権現のある鷲尾山に祀り,,
Ise,"=HYPERLINK(""https://ja.wikipedia.org/wiki/四至神"",""四至神"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q6543779"",""Q6543779"")",AUTOCHTHONOUS,神域そのものの境界を守る地主的な神、社殿を持たない磐座祭祀,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,祭神の四至神は神域（宮域）の守護神である。,,
Ise,"=HYPERLINK(""https://ja.wikipedia.org/wiki/国津御祖神社"",""国津御祖神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q17214737"",""Q17214737"")",AUTOCHTHONOUS,土地の産土神（国生の神の御子）を倭姫命がその地で定めた,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,2柱とも国生の神の御子であり、産土神であるという。,,
Ise,"=HYPERLINK(""https://ja.wikipedia.org/wiki/園相神社"",""園相神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q18337174"",""Q18337174"")",AUTOCHTHONOUS,在地の国津神（園作神）が御園を献じた場所にそのまま祀られた,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,宮川に沿って下ってきた倭姫命は、ここで園作神に天照大神への御園を奉られたため、この神社を定めたという。,,
Ise,"=HYPERLINK(""https://ja.wikipedia.org/wiki/土宮"",""土宮"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11423156"",""Q11423156"")",AUTOCHTHONOUS,外宮鎮座地・山田原の地主神,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,土宮の祭神は、外宮所在地・山田の原の地主の神である大土乃御祖神とされる。,,
Ise,"=HYPERLINK(""https://ja.wikipedia.org/wiki/坂手国生神社"",""坂手国生神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q17224770"",""Q17224770"")",AUTOCHTHONOUS,在地の国津神（灌漑水神）が神田を献じた地に祀られた,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,外城田川を遡ってきた倭姫命を高水上命が出迎え、「田上神田」を献上したことから、坂手国生神社が祀られたという。,,
Ise,"=HYPERLINK(""https://ja.wikipedia.org/wiki/堅田神社"",""堅田神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q17228121"",""Q17228121"")",AUTOCHTHONOUS,二見の土地神が堅塩を奉った地にそのまま祀られた,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,土地の神である佐見都日女命は倭姫命に堅塩を奉った。倭姫命はこれを喜び、堅田神社を定めた。,,
Ise,"=HYPERLINK(""https://ja.wikipedia.org/wiki/多岐原神社"",""多岐原神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q17229062"",""Q17229062"")",AUTOCHTHONOUS,宮川の渡渉を助けた在地の土地神をその場で祀った,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,真奈胡神は渡れるところを案内し、その縁で多岐原神社が定められたとされる。,,
Ise,"=HYPERLINK(""https://ja.wikipedia.org/wiki/大土御祖神社"",""大土御祖神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q17222702"",""Q17222702"")",AUTOCHTHONOUS,土地の守護神・水神（国生の神の御子）を倭姫命がその地で定めた,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,3柱とも国生の神の御子である。,,
Ise,"=HYPERLINK(""https://ja.wikipedia.org/wiki/大山祇神社_(伊勢市)"",""大山祇神社 (伊勢市)"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q17223627"",""Q17223627"")",AUTOCHTHONOUS,神路山の山裾に鎮まる山の神、旧「山神社」で山口祭の祭場,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,旧称を「山神社」と言い、神宮式年遷宮の最初の祭儀である「山口祭」はこの神社で催行されていたとされる。,,
Ise,"=HYPERLINK(""https://ja.wikipedia.org/wiki/大水神社"",""大水神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q17223392"",""Q17223392"")",AUTOCHTHONOUS,在地の山の神を倭姫命がその地で定めた,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,3社とも倭姫命が定めた神社であるといい、大水神社は山の神を、川相神社・熊淵神社は水の神を祀る。,,
Ise,"=HYPERLINK(""https://ja.wikipedia.org/wiki/山末神社"",""山末神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q17223513"",""Q17223513"")",AUTOCHTHONOUS,高倉山の山の神かつ外宮神田に水を満たす泉の神,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,外宮神田の山の神かつ神田に水を満たす泉の神であるとされる。,,
Ise,"=HYPERLINK(""https://ja.wikipedia.org/wiki/川原神社_(伊勢市)"",""川原神社 (伊勢市)"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q17209206"",""Q17209206"")",AUTOCHTHONOUS,宮川の守護神を倭姫命がその地で定めた,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,倭姫命の定めた神社であり、祭神は宮川の守護神とされる。,,
Ise,"=HYPERLINK(""https://ja.wikipedia.org/wiki/度会国御神社"",""度会国御神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11486118"",""Q11486118"")",AUTOCHTHONOUS,鎮座地の国魂神・度会氏の祖神（外宮創建以前から在地）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,鎮座地である伊勢国の国魂神で、代々伊勢北部を支配してきた伊勢国造の始祖、天日別命の子とされる。,,
Ise,"=HYPERLINK(""https://ja.wikipedia.org/wiki/度会大国玉比賣神社"",""度会大国玉比賣神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11486120"",""Q11486120"")",AUTOCHTHONOUS,度会地方の地主神,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,両神とも鎮座地の度会地方の地主の神である。,,
Ise,"=HYPERLINK(""https://ja.wikipedia.org/wiki/御塩殿神社"",""御塩殿神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11488906"",""Q11488906"")",AUTOCHTHONOUS,御塩殿の鎮守神（当地の製塩施設の守り神）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,御塩殿神社の祭神は御塩殿鎮守神とされるが、塩土翁であったとする説がある。,,
Ise,"=HYPERLINK(""https://ja.wikipedia.org/wiki/御稲御倉"",""御稲御倉"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q17230412"",""Q17230412"")",AUTOCHTHONOUS,御稲御倉そのものの守護神,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,祭神は御稲御倉神。御稲御倉の守護神である。,,
Ise,"=HYPERLINK(""https://ja.wikipedia.org/wiki/御船神社_(多気町)"",""御船神社 (多気町)"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q17214615"",""Q17214615"")",AUTOCHTHONOUS,外城田川の守護神・倭姫命が船を停めた地に定めた,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,倭姫命が外城田川を遡上する旅の途上に船を停泊し、定めた神社である。,,
Ise,"=HYPERLINK(""https://ja.wikipedia.org/wiki/御酒殿神"",""御酒殿神"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q17211756"",""Q17211756"")",AUTOCHTHONOUS,御酒殿そのものの神,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,祭神の御酒殿神は御酒殿の神であり、内宮の御酒殿神と外宮の御酒殿神は同じ神である。,,
Ise,"=HYPERLINK(""https://ja.wikipedia.org/wiki/御食神社_(伊勢市)"",""御食神社 (伊勢市)"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q17211721"",""Q17211721"")",AUTOCHTHONOUS,鷲取老翁が倭姫命に清水を奉った功績を讃えて当地に創建,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,水饗神社は、鷲取老翁が倭姫命に清水を奉った功績を讃えて創建されたもので、その時に清水を汲んだと伝わる「辰の井」が境内にある。,,
Ise,"=HYPERLINK(""https://ja.wikipedia.org/wiki/大津神社_(伊勢市)"",""大津神社 (伊勢市)"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q17222697"",""Q17222697"")",AUTOCHTHONOUS,五十鈴川河口・神社港／大湊の在地守護神,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,もとは五十鈴川の河口にある港町の神社や大湊の守護神である。,,
Ise,"=HYPERLINK(""https://ja.wikipedia.org/wiki/大間国生神社"",""大間国生神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q135098908"",""Q135098908"")",AUTOCHTHONOUS,在地氏族・度会氏の祖神を倭姫命が当地に定めた,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,倭姫命が雄略天皇21年丁巳冬10月に定めた神社であるとされ,,
Ise,"=HYPERLINK(""https://ja.wikipedia.org/wiki/奈良波良神社"",""奈良波良神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q17227047"",""Q17227047"")",AUTOCHTHONOUS,土地の産土神・国津神（石を神体とする）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,地域の産土神であり、国津神であった。,,
Ise,"=HYPERLINK(""https://ja.wikipedia.org/wiki/子安神社_(伊勢市)"",""子安神社 (伊勢市)"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q17222830"",""Q17222830"")",AUTOCHTHONOUS,宇治館町の産土神,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,元は宇治館町の産土神であったとされる。,,
Ise,"=HYPERLINK(""https://ja.wikipedia.org/wiki/宇治山田神社"",""宇治山田神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q17194122"",""Q17194122"")",AUTOCHTHONOUS,興玉の森の丘の水神を倭姫命が定めた,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,2社とも倭姫命が定めた神社であるという。,,
Ise,"=HYPERLINK(""https://ja.wikipedia.org/wiki/宇須乃野神社"",""宇須乃野神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q17194134"",""Q17194134"")",AUTOCHTHONOUS,鎮座地の原野「宇須野」そのものの神,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,2社とも、山田原を構成する原野の1つである宇須野にゆかりの深い神社である。,,
Ise,"=HYPERLINK(""https://ja.wikipedia.org/wiki/小社神社"",""小社神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q17224784"",""Q17224784"")",AUTOCHTHONOUS,石を神体とする水神、倭姫命が当地に定めた,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,倭姫命が定めた神社である。,,
Ise,"=HYPERLINK(""https://ja.wikipedia.org/wiki/江神社"",""江神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q18336610"",""Q18336610"")",AUTOCHTHONOUS,地域の土地神・五穀豊穣の神を倭姫命が当地で祀った,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,3柱とも地域の土地神であり、五穀豊穣の神であるとされる。,,
Ise,"=HYPERLINK(""https://ja.wikipedia.org/wiki/河原淵神社"",""河原淵神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q17209232"",""Q17209232"")",AUTOCHTHONOUS,当地の淵の水の守護神,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,祭神は澤姫命。水の守護神とされる。,,
Ise,"=HYPERLINK(""https://ja.wikipedia.org/wiki/河原神社_(伊勢市)"",""河原神社 (伊勢市)"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q17228197"",""Q17228197"")",AUTOCHTHONOUS,宮川下流の川そのものが神,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,河原神社の祭神は、川神。宮川下流の守護神であり、田の守護神でもある。,,
Ise,"=HYPERLINK(""https://ja.wikipedia.org/wiki/津布良神社"",""津布良神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q17216185"",""Q17216185"")",AUTOCHTHONOUS,地名を負う田野の水の神を倭姫命が当地に定めた,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,両神とも大水上命の子で、田野の水の神とされる。,,
Ise,"=HYPERLINK(""https://ja.wikipedia.org/wiki/津長神社"",""津長神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q17215982"",""Q17215982"")",AUTOCHTHONOUS,津長原の水神を倭姫命が当地に定めた,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,3社とも倭姫命の定めた神社であり、祭神は水神である。,,
Ise,"=HYPERLINK(""https://ja.wikipedia.org/wiki/清野井庭神社"",""清野井庭神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q17213398"",""Q17213398"")",AUTOCHTHONOUS,鎮座地近隣の灌漑用水の神,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,祭神は草野姫命。鎮座地近隣の灌漑用水の神である,,
Ise,"=HYPERLINK(""https://ja.wikipedia.org/wiki/湯田神社"",""湯田神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q17225818"",""Q17225818"")",AUTOCHTHONOUS,湯田地域の農耕の神,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,両神とも地域の農耕の神とされる。,,
Ise,"=HYPERLINK(""https://ja.wikipedia.org/wiki/滝祭神"",""滝祭神"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q17229063"",""Q17229063"")",AUTOCHTHONOUS,五十鈴川の水源の神（神体は石、社殿なし）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,祭神は瀧祭大神。五十鈴川の水源の神である。,,
Ise,"=HYPERLINK(""https://ja.wikipedia.org/wiki/志等美神社"",""志等美神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q17212285"",""Q17212285"")",AUTOCHTHONOUS,土地の林野の神＝宮川堤防の守護神,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,志等美神社の祭神は久久能智神。周囲の林野の神であるが、堤防の神とも伝えられる。,,
Ise,"=HYPERLINK(""https://ja.wikipedia.org/wiki/月夜見宮"",""月夜見宮"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11516023"",""Q11516023"")",AUTOCHTHONOUS,高河原の川の神・農耕神として当地で祀られていた社,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,古くは高河原と呼ばれ、農耕の神を祀る神社であったという。,,
Ise,"=HYPERLINK(""https://ja.wikipedia.org/wiki/朝熊神社_(伊勢市)"",""朝熊神社 (伊勢市)"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q17191186"",""Q17191186"")",AUTOCHTHONOUS,当地で石と化していた大歳神を倭姫命が在地のまま祀った,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,倭姫命が垂仁天皇27年に石と化していた大歳神を祀る社を建てたのが朝熊神社の創始であるという。,,
Ise,"=HYPERLINK(""https://ja.wikipedia.org/wiki/朽羅神社"",""朽羅神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q17229533"",""Q17229533"")",AUTOCHTHONOUS,石を神体とする在地の田野の守護神を倭姫命が定めた,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,倭姫命の定めた神社である。石を神体とする。,,
Ise,"=HYPERLINK(""https://ja.wikipedia.org/wiki/棒原神社"",""棒原神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q17218865"",""Q17218865"")",AUTOCHTHONOUS,鎮座地の丘陵の守護神,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,鎮座地周辺の丘陵の守護神である。,,
Ise,"=HYPERLINK(""https://ja.wikipedia.org/wiki/機殿神社"",""機殿神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11544511"",""Q11544511"")",AUTOCHTHONOUS,倭姫命が当地に機屋を建てて社を興し、在地の織部の祖神を祀った,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,倭姫命は翌垂仁天皇26年、飯野高丘宮に機屋を作り、天照大神の服を織らせた。そこに社を建て、服織社と名付けた。,,
Ise,"=HYPERLINK(""https://ja.wikipedia.org/wiki/下御井神社"",""下御井神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q17213708"",""Q17213708"")",AUTOCHTHONOUS,この地の井戸（湧水）そのものが神,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,多賀宮の忌火屋殿廃止まで使われていた井戸はそのまま残され、下御井神社となった。,,
Ise,"=HYPERLINK(""https://ja.wikipedia.org/wiki/久具都比賣神社"",""久具都比賣神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q17214144"",""Q17214144"")",AUTOCHTHONOUS,倭姫命巡幸以前から在地で祀られていた水神・稲作神（国津神）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,大水上命は、倭姫命が伊勢を巡幸する以前から、地域で水の神・稲作の神として信仰されてきた。,,
