Logged in

Found 5277 pages in category

1. [[Abito Shrine]] - HAS template, keeping
1365. [[Imajouaosakainejitsukoumitama Shrine]] - HAS template, keeping
1366. [[Imaki-Aosaka-Inami-Ikegami Shrine]] - HAS template, keeping
1367. [[Imaki-Aosaka-Inami-Ikegami Shrine (Q72728268)]] - HAS template, keeping
1368. [[Imakiawosakainaminoikekamino Shrine]] - HAS template, keeping
1369. [[Imakiawosakanoinamiaramitamano Shrine]] - HAS template, keeping
1370. [[Imakiawoyasakainamino Shrine]] - HAS template, keeping
1371. [[Imamiya Shrine (Q135193734)]] - HAS template, keeping
1372. [[Imashiro Aozaka Inami Ikegami Shrine (Kamikawa Town)]] - HAS template, keeping
1373. [[Imashiro Aozaka Inami Ikegami Shrine (Ninbo, Kamisato Town)]] - HAS template, keeping
1374. [[Ime Shrine & Hachimangu]] - HAS template, keeping
1375. [[Imoino Shrine]] - HAS template, keeping
1376. [[Imuheno Shrine]] - HAS template, keeping
1377. [[Imuheno Shrine (Awa Province (Tokushima))]] - NO template, DELETING
1378. [[Imuheno Shrine (Q135270440)]] - HAS template, keeping
1379. [[Imunamino Shrine]] - HAS template, keeping
1380. [[Inaba Shrine]] - HAS template, keeping
1381. [[Inaba Shrine (Q701414)]] - HAS template, keeping
1382. [[Inabe Shrine]] - HAS template, keeping
1383. [[Inabu Shrine]] - HAS template, keeping
1384. [[Inada Shrine]] - HAS template, keeping
1385. [[Inafuno Shrine]] - HAS template, keeping
1386. [[Inagi Shrine]] - HAS template, keeping
1387. [[Inahano Shrine]] - HAS template, keeping
1388. [[Inakami Shrine]] - HAS template, keeping
1389. [[Inakami Shrine (Izu Province)]] - NO template, DELETING
1390. [[Inakami Shrine (Q135193011)]] - HAS template, keeping
1391. [[Inakino Shrine]] - HAS template, keeping
1392. [[Inakino Shrine (Q135270141)]] - HAS template, keeping
1393. [[Inakuhino Shrine]] - HAS template, keeping
1394. [[Inamiyano- Shrine]] - HAS template, keeping
1395. [[Inamura Shrine]] - HAS template, keeping
1396. [[Inamurano Shrine]] - HAS template, keeping
1397. [[Inane Shrine]] - HAS template, keeping
1398. [[Inanohimeno Shrine]] - HAS template, keeping
1399. [[Inano‑Hime Shrine]] - HAS template, keeping
1400. [[Inari Shrine]] - HAS template, keeping
1401. [[Inari Shrine (Q135039601)]] - HAS template, keeping
1402. [[Inari Shrine (Q135070164)]] - HAS template, keeping
1403. [[Inari Shrine (Q135192593)]] - HAS template, keeping
1404. [[Inari Shrine (Q135193791)]] - HAS template, keeping
1405. [[Inari Shrine? (Motoabo)]] - HAS template, keeping
1406. [[Inasaki Shrine]] - HAS template, keeping
1407. [[Inasano Shrine]] - HAS template, keeping
1408. [[Inasehagino Shrine]] - HAS template, keeping
1409. [[Inashimo Shrine]] - HAS template, keeping
1410. [[Inashimono Shrine]] - HAS template, keeping
1411. [[Inashironimasu Shrine]] - HAS template, keeping
1412. [[Inashirono Shrine]] - HAS template, keeping
1413. [[Inashirono Shrine (Q135040578)]] - HAS template, keeping
1414. [[Inatsuhiko Shrine]] - HAS template, keeping
1415. [[Inazume Shrine]] - HAS template, keeping
1416. [[Inbe Shrine]] - HAS template, keeping
1417. [[Inbe Shrine (Awa Province (Tokushima))]] - NO template, DELETING
1418. [[Inbe Shrine (Matsue City)]] - HAS template, keeping
1419. [[Inbe Shrine (Q11490722)]] - HAS template, keeping
1420. [[Inbe- Shrine]] - NO template, DELETING
1421. [[Ineno Shrine]] - HAS template, keeping
1422. [[Inenohime Shrine]] - HAS template, keeping
1423. [[Ini Shrine]] - HAS template, keeping
1424. [[Inochihimeno Shrine]] - HAS template, keeping
1425. [[Inoda Shrine]] - HAS template, keeping
1426. [[Inoda Shrine (Iga Province)]] - HAS template, keeping
1427. [[Inohanako Shrine]] - HAS template, keeping
1428. [[Inohatano Shrine]] - HAS template, keeping
1429. [[Inoue Hachiman Shrine]] - HAS template, keeping
1430. [[Inoue Hachiman Shrine (Awa Province (Tokushima))]] - NO template, DELETING
1431. [[Inoue-sha]] - HAS template, keeping
1432. [[Inu Shrine]] - HAS template, keeping
1433. [[Inuno Shrine]] - HAS template, keeping
1434. [[Inunoki Shrine]] - HAS template, keeping
1435. [[Io Shrine]] - HAS template, keeping
1436. [[Ionoi Shrine]] - HAS template, keeping
1437. [[Irokino Shrine]] - HAS template, keeping
1438. [[Ironouheno Shrine]] - HAS template, keeping
1439. [[Irumino Shrine]] - HAS template, keeping
1440. [[Irumino Shrine (Q135039607)]] - HAS template, keeping
1441. [[Irō Shrine]] - HAS template, keeping
1442. [[Isagawa Awa Shrine]] - HAS template, keeping
1443. [[Isagoda Shrine]] - HAS template, keeping
1444. [[Isagu Shrine]] - HAS template, keeping
1445. [[Isahakahano Shrine]] - HAS template, keeping
1446. [[Isahano Shrine]] - HAS template, keeping
1447. [[Isakano Shrine]] - HAS template, keeping
1448. [[Isakano Shrine (Q135041052)]] - HAS template, keeping
1449. [[Isakino Shrine]] - HAS template, keeping
1450. [[Isakino Shrine (Q135270270)]] - HAS template, keeping
1451. [[Isanahikono Shrine]] - HAS template, keeping
1452. [[Isanahikono Shrine (Echizen Province)]] - NO template, DELETING
1453. [[Isanakino Shrine]] - HAS template, keeping
1454. [[Isanakino Shrine (Ise Province)]] - NO template, DELETING
1455. [[Isanakino Shrine (Q135039261)]] - HAS template, keeping
1456. [[Isanakino Shrine (Q135040073)]] - HAS template, keeping
1457. [[Isanamino Shrine]] - HAS template, keeping
1458. [[Isarihayawakeno- Shrine]] - HAS template, keeping
1459. [[Isawano Shrine]] - HAS template, keeping
1460. [[Ise Amaterasu Mioya Shrine]] - HAS template, keeping
1461. [[Ise Mioya Shrine]] - HAS template, keeping
1462. [[Ise Shrine]] - HAS template, keeping
1463. [[Ise-no-Miya (nonexistent)]] - HAS template, keeping
1464. [[Iseamaterasumioyano Shrine]] - HAS template, keeping
1465. [[Isekurumano Shrine]] - HAS template, keeping
1466. [[Isemikoto Shrine]] - HAS template, keeping
1467. [[Isetaniwa Shrine]] - HAS template, keeping
1468. [[Isetano Shrine]] - HAS template, keeping
1469. [[Ishi Shrine]] - HAS template, keeping
1470. [[Ishida Shrine]] - HAS template, keeping
1471. [[Ishida Shrine (Kuse district)]] - HAS template, keeping
1472. [[Ishida Shrine (Q135068851)]] - HAS template, keeping
1473. [[Ishida Shrine (Yamashiro Province)]] - HAS template, keeping
1474. [[Ishidate Shrine]] - HAS template, keeping
1475. [[Ishifu Shrine]] - HAS template, keeping
1476. [[Ishigami Shrine]] - HAS template, keeping
1477. [[Ishigami Shrine (precinct of Yakumo Shrine)]] - HAS template, keeping
1478. [[Ishigami Shrine (Q135194384)]] - HAS template, keeping
1479. [[Ishihenokashiki- Shrine]] - HAS template, keeping
1480. [[Ishii Shrine (Echigo Province)]] - HAS template, keeping
1481. [[Ishii Shrine (Echigo Province) (Echigo Province)]] - NO template, DELETING
1482. [[Ishii Shrine (Hōjō, Kashiwazaki)]] - HAS template, keeping
1483. [[Ishii Shrine (Izumozaki)]] - HAS template, keeping
1484. [[Ishii Shrine (Mishima District)]] - HAS template, keeping
1485. [[Ishii Shrine (Nagaoka)]] - HAS template, keeping
1486. [[Ishii Shrine (Nishihonmachi, Kashiwazaki)]] - HAS template, keeping
1487. [[Ishii Shrine (Nishiyama, Kashiwazaki)]] - HAS template, keeping
1488. [[Ishii Shrine (Q135069999)]] - HAS template, keeping
1489. [[Ishii Shrine (Santō district)]] - HAS template, keeping
1490. [[Ishikamino Shrine]] - HAS template, keeping
1491. [[Ishikiri Tsurugiya Shrine]] - HAS template, keeping
1492. [[Ishimaki Shrine]] - HAS template, keeping
1493. [[Ishimiya Shrine]] - HAS template, keeping
1494. [[Ishino Shrine]] - HAS template, keeping
1495. [[Ishino Shrine (Ise Province)]] - NO template, DELETING
1496. [[Ishino Shrine (Q135039433)]] - HAS template, keeping
1497. [[Ishino shrine Co-enshrinement]] - HAS template, keeping
1498. [[Ishise-hiko Shrine]] - HAS template, keeping
1499. [[Ishisunyamaguchi Shrine]] - HAS template, keeping
1500. [[Ishitateo Shrine (Isobe, Minami-ku, Sagamihara)]] - HAS template, keeping
1501. [[Ishitateo Shrine (Nagura Gongen)]] - HAS template, keeping
1502. [[Ishitateo Shrine (Sanogawa)]] - HAS template, keeping
1503. [[Ishitokutaka Shrine (Mamezuka Shrine)]] - HAS template, keeping
1504. [[Ishitsukuri Shrine]] - HAS template, keeping
1505. [[Ishitsukurino Shrine]] - HAS template, keeping
1506. [[Ishitsukurino Shrine (Q135038739)]] - HAS template, keeping
1507. [[Ishitsukurino Shrine (Q135039498)]] - HAS template, keeping
1508. [[Ishitsukurino Shrine (Q135039545)]] - HAS template, keeping
1509. [[Ishitsukurino Shrine (Q135098983)]] - HAS template, keeping
1510. [[Ishiura Shrine]] - HAS template, keeping
1511. [[Ishiura Shrine (Q135194813)]] - HAS template, keeping
1512. [[Ishiwino Shrine]] - HAS template, keeping
1513. [[Ishizu Shrine]] - HAS template, keeping
1514. [[Ishizukuri Shrine]] - HAS template, keeping
1515. [[Ishizukuri Shrine (Q11676453)]] - HAS template, keeping
1516. [[Ishizukuri Shrine (Q135187144)]] - HAS template, keeping
1517. [[Ishizumi Shrine]] - HAS template, keeping
1518. [[Iso Shrine]] - HAS template, keeping
1519. [[Isobe inamura Shrine]] - HAS template, keeping
1520. [[Isobe Shrine (Gamo)]] - HAS template, keeping
1521. [[Isobe Shrine (Miwakare Park)]] - HAS template, keeping
1522. [[Isobe Shrine (Omihachiman)]] - HAS template, keeping
1523. [[Isofuno Shrine]] - HAS template, keeping
1524. [[Isoheno Shrine]] - HAS template, keeping
1525. [[Isoheno Shrine (Echizen Province)]] - NO template, DELETING
1526. [[Isoheno Shrine (Etchū Province)]] - NO template, DELETING
1527. [[Isoheno Shrine (Harima Province)]] - NO template, DELETING
1528. [[Isoheno Shrine (Ise Province)]] - NO template, DELETING
1529. [[Isoheno Shrine (Q135039404)]] - HAS template, keeping
1530. [[Isoheno Shrine (Q135039803)]] - HAS template, keeping
1531. [[Isoheno Shrine (Q135039812)]] - HAS template, keeping
1532. [[Isoheno Shrine (Q135040373)]] - HAS template, keeping
1533. [[Isoheno Shrine (Q135041174)]] - HAS template, keeping
1534. [[Isokimi Shrine]] - HAS template, keeping
1535. [[Isokimi Shrine (Echigo Province)]] - NO template, DELETING
1536. [[Isonokami Co-enshrinement]] - HAS template, keeping
1537. [[Isonokami Jingū]] - HAS template, keeping
1538. [[Isonokamifutsumitama Shrine]] - HAS template, keeping
1539. [[Isonokamino Shrine]] - HAS template, keeping
1540. [[Isonono Shrine]] - HAS template, keeping
1541. [[Isononosakino Shrine]] - HAS template, keeping
1542. [[Isousatsu Shrine]] - HAS template, keeping
1543. [[Isozaki Shrine]] - HAS template, keeping
1544. [[Ita Shrine]] - HAS template, keeping
1545. [[Itahato Shrine]] - HAS template, keeping
1546. [[Itakeru Shrine]] - HAS template, keeping
1547. [[Itaki Shrine]] - HAS template, keeping
1548. [[Itakino Shrine]] - HAS template, keeping
1549. [[Itakino Shrine (Q135270432)]] - HAS template, keeping
1550. [[Itaretsu Shrine]] - HAS template, keeping
1551. [[Itaretsuhachiman Shrine]] - HAS template, keeping
1552. [[Itata Shrine (Otagi district)]] - HAS template, keeping
1553. [[Itata Shrine former site]] - HAS template, keeping
1554. [[Itatano Shrine]] - HAS template, keeping
1555. [[Itate Shrine]] - HAS template, keeping
1556. [[Itateno Shrine]] - HAS template, keeping
1557. [[Itatsura Hachiman Shrine]] - HAS template, keeping
1558. [[Itatsura Inari Shrine]] - HAS template, keeping
1559. [[Itatsurano Shrine]] - HAS template, keeping
1560. [[Itawi Shrine]] - HAS template, keeping
1561. [[Itosakino Shrine]] - HAS template, keeping
1562. [[Itowino Shrine]] - HAS template, keeping
1563. [[Itsukino Shrine]] - HAS template, keeping
1564. [[Itsukushima Shrine (Aki Province)]] - NO template, DELETING
1565. [[Itsukushima Shrine (Q135068808)]] - HAS template, keeping
1566. [[Itsumino Shrine]] - HAS template, keeping
1567. [[Itsumono Shrine]] - HAS template, keeping
1568. [[Itsumono Shrine (Q135039927)]] - HAS template, keeping
1569. [[Itsumono Shrine (Q135040491)]] - HAS template, keeping
1570. [[Itsumono Shrine (Q135041258)]] - HAS template, keeping
1571. [[Itsumono- Shrine]] - HAS template, keeping
1572. [[Itsumonoihahino Shrine]] - HAS template, keeping
1573. [[Itsumotakewono Shrine]] - HAS template, keeping
1574. [[Itsunahimeno Shrine]] - HAS template, keeping
1575. [[Itsushimino Shrine]] - HAS template, keeping
1576. [[Itsushinokanoisoheno Shrine]] - HAS template, keeping
1577. [[Itsutano Shrine]] - HAS template, keeping
1578. [[Iwa Shrine (Kashiwara)]] - HAS template, keeping
1579. [[Iwafune Shrine]] - HAS template, keeping
1580. [[Iwafune Shrine (Echigo Province)]] - NO template, DELETING
1581. [[Iwafune Shrine, Konan]] - HAS template, keeping
1582. [[Iwahashi Shrine]] - HAS template, keeping
1583. [[Iwai Onsen]] - HAS template, keeping
1584. [[Iwai Shrine]] - HAS template, keeping
1585. [[Iwai Shrine (Q135179342)]] - HAS template, keeping
1586. [[Iwai Shrine (Q135194258)]] - HAS template, keeping
1587. [[Iwai Shrine (Q85882705)]] - HAS template, keeping
1588. [[Iwaida Shrine]] - HAS template, keeping
1589. [[Iwaida Shrine (Harima Province)]] - NO template, DELETING
1590. [[Iwaida Shrine (Q135070174)]] - HAS template, keeping
1591. [[Iwakami Shrine]] - HAS template, keeping
1592. [[Iwakami Yamasumi Shrine]] - HAS template, keeping
1593. [[Iwakami Yamazumi Shrine]] - HAS template, keeping
1594. [[Iwaki Shrine]] - HAS template, keeping
1595. [[Iwakumahachimanguu]] - HAS template, keeping
1596. [[Iwakura Shrine]] - HAS template, keeping
1597. [[Iwakura Shrine (within Sasoza Shrine precinct)]] - HAS template, keeping
1598. [[Iwano Shrine]] - HAS template, keeping
1599. [[Iwashitsuno Shrine]] - HAS template, keeping
1600. [[Iwashizu Shrine]] - HAS template, keeping
1601. [[Iwashizu Shrine (Q11379248)]] - HAS template, keeping
1602. [[Iwata Shrine]] - HAS template, keeping
1603. [[Iwatani‑mon Shrine]] - HAS template, keeping
1604. [[Iwato Shrine]] - HAS template, keeping
1605. [[Iwato Wake Shrine]] - HAS template, keeping
1606. [[Iwatoochiba Shrine]] - HAS template, keeping
1607. [[Iwatowakeyakurahimeno Shrine]] - HAS template, keeping
1608. [[Iwatowakeyakurahimeno Shrine (Awa Province (Tokushima))]] - NO template, DELETING
1609. [[Iwatowakeyakurahimeno Shrine (Q135270443)]] - HAS template, keeping
1610. [[Iwatsuhime Shrine]] - HAS template, keeping
1611. [[Iwatsuhimeno Shrine]] - HAS template, keeping
1612. [[Iwatsuta Shrine]] - HAS template, keeping
1613. [[Iwatsutsukowake Shrine]] - HAS template, keeping
1614. [[Iwaya Shrine]] - HAS template, keeping
1615. [[Iwoumino Shrine]] - HAS template, keeping
1616. [[Iya Shrine]] - HAS template, keeping
1617. [[Iyahikono Shrine]] - HAS template, keeping
1618. [[Iyahimeno Shrine]] - HAS template, keeping
1619. [[Iyakaki Shrine]] - HAS template, keeping
1620. [[Iyamano Shrine]] - HAS template, keeping
1621. [[Iyano Shrine]] - HAS template, keeping
1622. [[Iyasumi Shrine]] - HAS template, keeping
1623. [[Iyatono Shrine]] - HAS template, keeping
1624. [[Iyo Shrine]] - HAS template, keeping
1625. [[Iyono Shrine]] - HAS template, keeping
1626. [[Iyotsubikoinochi Shrine]] - HAS template, keeping
1627. [[Iyotsuhikono- Shrine]] - HAS template, keeping
1628. [[Iyozuhiko-no-Mikoto Shrine]] - HAS template, keeping
1629. [[Iyu Shrine]] - HAS template, keeping
1630. [[Iyu Shrine (Q135195324)]] - HAS template, keeping
1631. [[Iyuno Shrine]] - HAS template, keeping
1632. [[Izanagi Jingū]] - NO template, DELETING
1633. [[Izanagi Shrine]] - HAS template, keeping
1634. [[Izanagi Shrine (Kanmaki)]] - HAS template, keeping
1635. [[Izanagi Shrine (Q10884977)]] - HAS template, keeping
1636. [[Izanagi Shrine (Q11379322)]] - HAS template, keeping
1637. [[Izanagi Shrine (Q11379324)]] - HAS template, keeping
1638. [[Izanagi Shrine (Q135194488)]] - HAS template, keeping
1639. [[Izanagi Shrine (Saidera)]] - HAS template, keeping
1640. [[Izanagi Shrine (Yamada Higashi)]] - HAS template, keeping
1641. [[Izanagi-no-Miya]] - HAS template, keeping
1642. [[Izanami Shrine]] - HAS template, keeping
1643. [[Izanami Shrine (Awa Province (Tokushima))]] - NO template, DELETING
1644. [[Izanami Shrine (Q135070084)]] - HAS template, keeping
1645. [[Izanami Shrine (Q135070087)]] - HAS template, keeping
1646. [[Izanami Shrine, Mima]] - HAS template, keeping
1647. [[Izanami-no-Miya]] - HAS template, keeping
1648. [[Izu Shrine (Q135194348)]] - HAS template, keeping
1649. [[Izuhara Hachimangū Shrine]] - HAS template, keeping
1650. [[Izumi Inoue Shrine]] - HAS template, keeping
1651. [[Izumi Shrine (Q11395685)]] - HAS template, keeping
1652. [[Izumi Shrine (Q11554897)]] - HAS template, keeping
1653. [[Izumianashi Shrine]] - HAS template, keeping
1654. [[Izumo Inoe-no-Shrine]] - HAS template, keeping
1655. [[Izumo Jisai Shrine]] - HAS template, keeping
1656. [[Izumo Jisai Shrine Keidaisha Tenjinsha]] - HAS template, keeping
1657. [[Izumo Shrine]] - HAS template, keeping
1658. [[Izumo-no-winoheno Shrine]] - HAS template, keeping
1659. [[Izumoiwai Shrine, Moroyama]] - HAS template, keeping
1660. [[Izumonoinamihi Shrine]] - HAS template, keeping
1661. [[Izumotakano Shrine (Otagi district)]] - HAS template, keeping
1662. [[Izumotakanono Shrine]] - HAS template, keeping
1663. [[Izumowokano Shrine]] - HAS template, keeping
1664. [[Izumo‑no‑Ihahi Shrine (Itai, Kumagaya City)]] - HAS template, keeping
1665. [[Izumo‑no‑Ihahi Shrine (Yorii Town, Ōsato District)]] - HAS template, keeping
1666. [[Izusahime Shrine]] - HAS template, keeping
1667. [[Izusan Shrine (protector of the eight provinces)]] - HAS template, keeping
1668. [[Jiko Shrine]] - HAS template, keeping
1669. [[Jogu Shrine]] - HAS template, keeping
1670. [[Jouguuko Shrine]] - HAS template, keeping
1671. [[Jufu Shrine]] - HAS template, keeping
1672. [[Junisho Shrine]] - HAS template, keeping
1673. [[Junisho Shrine (Awa Province (Tokushima))]] - NO template, DELETING
1674. [[Jurokuhashira Shrine]] - HAS template, keeping
1675. [[Juuni Shrine]] - HAS template, keeping
1676. [[Juurokuhashira Shrine]] - HAS template, keeping
1677. [[Juzo Shrine]] - HAS template, keeping
1678. [[Jūzō Shrine]] - HAS template, keeping
1679. [[Kaasaryou Shrine]] - HAS template, keeping
1680. [[Kaba Hachiman Shrine]] - HAS template, keeping
1681. [[Kaba Shinmeigu Shrine]] - HAS template, keeping
1682. [[Kabatakamo Shrine]] - HAS template, keeping
1683. [[Kachihino Shrine]] - HAS template, keeping
1684. [[Kachihinotakamori Shrine]] - HAS template, keeping
1685. [[Kachimino Shrine]] - HAS template, keeping
1686. [[Kaden Shrine]] - HAS template, keeping
1687. [[Kadoeno Shrine]] - HAS template, keeping
1688. [[Kaehime Shrine]] - HAS template, keeping
1689. [[Kaehimeno Shrine]] - HAS template, keeping
1690. [[Kafu Shrine]] - HAS template, keeping
1691. [[Kafu Shrine (Ise Province)]] - NO template, DELETING
1692. [[Kafu Shrine (Q135186750)]] - HAS template, keeping
1693. [[Kafu Shrine (Q135186752)]] - HAS template, keeping
1694. [[Kafuno Shrine]] - HAS template, keeping
1695. [[Kafutohikono Shrine]] - HAS template, keeping
1696. [[Kagami-tsukuri-ita Shrine]] - HAS template, keeping
1697. [[Kagamitsukuri Ita Shrine]] - HAS template, keeping
1698. [[Kagamitsukuri Nimasu Amateru Mitama Shrine]] - HAS template, keeping
