Page,Template
Iibo Nimasu Amaterasu Shrine,{{ill|UNKNOWN|lt=Hakuroyama|1=UNKNOWN}}
Iibo Nimasu Amaterasu Shrine,{{ill|UNKNOWN|lt=Akamatsu Norishige|1=UNKNOWN}}
Iibo Nimasu Amaterasu Shrine,{{ill|UNKNOWN|lt=Hachisuka Masakatsu|1=UNKNOWN}}
Iibo Nimasu Amaterasu Shrine,{{ill|UNKNOWN|lt=Chinowa-nuke Festival|1=UNKNOWN}}
Iibo Nimasu Amaterasu Shrine,{{ill|UNKNOWN|lt=Health and Sports Day|1=UNKNOWN}}
Iizuna Shrine (Q17238950),{{ill|lt=Ōtoji no Mikoto|UNKNOWN|lt=Ōtoji no Mikoto}}
Iizuna Shrine (Q17238950),{{ill|lt=Ōtohe no Mikoto|UNKNOWN|lt=Ōtohe no Mikoto}}
Iizuna Shrine (Q17238950),{{ill|UNKNOWN|lt=Ukemochi no Mikoto|1=UNKNOWN}}
Iizuna Shrine (Q17238950),{{ill|UNKNOWN|lt=Great Purification Ceremony|1=UNKNOWN}}
Iizuna Shrine (Q17238950),{{ill|UNKNOWN|lt=main shrine|1=UNKNOWN}}
Iizuna Shrine (Q17238950),{{ill|UNKNOWN|lt=gōsha|1=UNKNOWN}}
Iizuna Shrine (Q17238950),{{ill|UNKNOWN|lt=Ōtoji no Mikoto|1=UNKNOWN}}
Iizuna Shrine (Q17238950),{{ill|UNKNOWN|lt=Iizuna Daimyōjin|1=UNKNOWN}}
Iizuna Shrine (Q17238950),{{ill|UNKNOWN|lt=Itō Hyōbu Dayū Buzen no Kami Tadanetsuna|1=UNKNOWN}}
Iizuna Shrine (Q17238950),{{ill|UNKNOWN|lt=Iizuna belief|1=UNKNOWN}}
Iizuna Shrine (Q17238950),{{ill|UNKNOWN|lt=Nishina Morihiro|1=UNKNOWN}}
Iizuna Shrine (Q17238950),{{ill|UNKNOWN|lt=Nishina Morikatsu|1=UNKNOWN}}
Iizuna Shrine (Q17238950),{{ill|UNKNOWN|lt=Nishina Moritada|1=UNKNOWN}}
Iizuna Shrine (Q17238950),{{ill|UNKNOWN|lt=Seki Morinaga|1=UNKNOWN}}
Iizuna Shrine (Q17238950),{{ill|lt=Seki Morikane|UNKNOWN|lt=Seki Genba no Jō Morikane}}
Iizuna Shrine (Q17238950),{{ill|UNKNOWN|lt=Seki Kiyohisa|1=UNKNOWN}}
Iizuna Shrine (Q17238950),{{ill|UNKNOWN|lt=Nishina Moritomo|1=UNKNOWN}}
Iizuna Shrine (Q17238950),{{ill|UNKNOWN|lt=Seki Morimoto|1=UNKNOWN}}
Iizuna Shrine (Q17238950),{{ill|UNKNOWN|lt=Seki Morihiro|1=UNKNOWN}}
Iizuna Shrine (Q17238950),{{ill|UNKNOWN|lt=Seki Morinaga|1=UNKNOWN}}
Iizuna Shrine (Q17238950),{{ill|UNKNOWN|lt=Nishina Moritada|1=UNKNOWN}}
Iizuna Shrine (Q17238950),{{ill|UNKNOWN|lt=Nishina Mochimori|1=UNKNOWN}}
Iizuna Shrine (Q17238950),{{ill|UNKNOWN|lt=Nishina Moritane|1=UNKNOWN}}
Iizuna Shrine (Q17238950),{{ill|lt=Iimori Harumori|UNKNOWN|lt=Iimori Jūrō Harumori}}
Iizuna Shrine (Q17238950),{{ill|lt=Hoshino Morimichi|UNKNOWN|lt=Hoshino Naizen Morimichi}}
Iizuna Shrine (Q17238950),{{ill|UNKNOWN|lt=Nishina Moritaka|1=UNKNOWN}}
Iizuna Shrine (Q17238950),{{ill|UNKNOWN|lt=Nishina Morikiyo|1=UNKNOWN}}
Iizuna Shrine (Q17238950),{{ill|lt=Mizoguchi Yoshitada|UNKNOWN|lt=Mizoguchi Mimasaka no Kami Yoshitada}}
Iizuna Shrine (Q17238950),{{ill|UNKNOWN|lt=Nishina Moritaka|1=UNKNOWN}}
Iizuna Shrine (Q17238950),{{ill|UNKNOWN|lt=Nishina Morikiyo|1=UNKNOWN}}
Iizuna Shrine (Q17238950),{{ill|UNKNOWN|lt=Nishina Morimasa|1=UNKNOWN}}
Iizuna Shrine (Q17238950),{{ill|UNKNOWN|lt=Nishina Moriyoshi|1=UNKNOWN}}
Iizuna Shrine (Q17238950),{{ill|UNKNOWN|lt=Nishina Moriyoshi|1=UNKNOWN}}
Iizuna Shrine (Q17238950),{{ill|UNKNOWN|lt=Nishina Morihisa|1=UNKNOWN}}
Iizuna Shrine (Q17238950),{{ill|UNKNOWN|lt=Nishina Morishige|1=UNKNOWN}}
Iizuna Shrine (Q17238950),{{ill|UNKNOWN|lt=Nishina Moritsugu|1=UNKNOWN}}
Iizuna Shrine (Q17238950),{{ill|lt=Ōta Morihiro|UNKNOWN|lt=Ōta Heizaemon Morihiro}}
Iizuna Shrine (Q17238950),{{ill|UNKNOWN|lt=Nishina Moritsune|1=UNKNOWN}}
Iizuna Shrine (Q17238950),{{ill|UNKNOWN|lt=Nishina Morihayashi|1=UNKNOWN}}
Iizuna Shrine (Q17238950),{{ill|UNKNOWN|lt=Nishina Moriyoshi|1=UNKNOWN}}
Iizuna Shrine (Q17238950),{{ill|UNKNOWN|lt=Shinryō Shamani|1=UNKNOWN}}
Iizuna Shrine (Q17238950),{{ill|UNKNOWN|lt=Nishina Morinaga|1=UNKNOWN}}
Iizuna Shrine (Q17238950),{{ill|UNKNOWN|lt=Nishina Moriyasu|1=UNKNOWN}}
Iizuna Shrine (Q17238950),{{ill|UNKNOWN|lt=Nishina Moriwa|1=UNKNOWN}}
Iizuna Shrine (Q17238950),{{ill|UNKNOWN|lt=woodpeckers|1=UNKNOWN}}
Ikagashi Shrine,{{ill|lt=Ikagashio no Mikoto|UNKNOWN|lt=Ikagairo Koyoo no Mikoto}}
Ikagashi Shrine,solved
Ikagashi Shrine,solved
Ikagashi Shrine,{{ill|lt=Yoshino River (representative topic)|UNKNOWN|lt=Yoshino River}}
Ikagashi Shrine,{{ill|lt=Ikagashio no Mikoto|UNKNOWN|lt=Ikagairo Koyoo no Mikoto}}
Ikagashi Shrine,solved
Ikagashi Shrine,{{ill|UNKNOWN|lt=Kotoshironushi no Mikoto|1=UNKNOWN}}
Ikagashi Shrine,{{ill|UNKNOWN|lt=Kanayamahiko no Mikoto|1=UNKNOWN}}
Ikagu Shrine,solved
Ikagu Shrine,solved
Ikagu Shrine,solved
Ikagu Shrine,solved
Ikagu Shrine,{{ill|UNKNOWN|lt=Ikatsumi-no-Mikoto|1=UNKNOWN}}
Ikagu Shrine,{{ill|UNKNOWN|lt=shrine land|1=UNKNOWN}}
Ikaho Shrine,solved
Ikaho Shrine,solved
Ikaho Shrine,solved
Ikaho Shrine,solved
Ikaho Shrine,solved
Ikaho Shrine,solved
Ikaho Shrine,solved
Ikaho Shrine,solved
Ikaho Shrine,{{ill|UNKNOWN|lt=satomiya|1=UNKNOWN}}
Ikama Shrine,{{ill|UNKNOWN|lt=Hondawake no Mikoto|1=UNKNOWN}}
Ikama Shrine,solved
Ikama Shrine,{{ill|UNKNOWN|lt=Hondawake no Mikoto|1=UNKNOWN}}
Ikama Shrine,{{ill|UNKNOWN|lt=Nankan Line|1=UNKNOWN}}
Ikamashi Shrine,solved
Ikamashi Shrine,solved
Ikamashi Shrine,solved
Ikamashi Shrine,solved
Ikarashi Shrine,solved
Ikarashi Shrine,solved
Ikarashi Shrine,{{ill|UNKNOWN|lt=Yagi Shrine|1=UNKNOWN}}
Ikarashi Shrine,{{ill|UNKNOWN|lt=Ikarashi Kobunji|1=UNKNOWN}}
"Ikaruga Shrine (Hatsu, Yokkaichi City)",solved
"Ikaruga Shrine (Hatsu, Yokkaichi City)",{{ill|UNKNOWN|lt=Aramitama|1=UNKNOWN}}
"Ikaruga Shrine (Hatsu, Yokkaichi City)",solved
"Ikaruga Shrine (Hatsu, Yokkaichi City)",{{ill|UNKNOWN|lt=Engishikinaisha|1=UNKNOWN}}
"Ikaruga Shrine (Hatsu, Yokkaichi City)","{{ill|lt=Ikaruga Shrine (Shigefuku, Yokkaichi City)|UNKNOWN|lt=Ikaruga Shrine}}"
"Ikaruga Shrine (Hatsu, Yokkaichi City)",{{ill|lt=Amaterasu Ōhirume no Mikoto|UNKNOWN|lt=Amaterasu Ōhirume no Mikoto}}
"Ikaruga Shrine (Hatsu, Yokkaichi City)",{{ill|UNKNOWN|lt=Ōyamatsumi no Kami|1=UNKNOWN}}
"Ikaruga Shrine (Hatsu, Yokkaichi City)",{{ill|UNKNOWN|lt=Sukunahikona no Mikoto|1=UNKNOWN}}
"Ikaruga Shrine (Hatsu, Yokkaichi City)",{{ill|UNKNOWN|lt=Ōtoshi no Kami|1=UNKNOWN}}
"Ikaruga Shrine (Hatsu, Yokkaichi City)",{{ill|UNKNOWN|lt=Nagoya Line|1=UNKNOWN}}
Ikawadani Sōja,solved
Ikeda Shrine,solved
Ikeda Shrine,solved
Ikeda Shrine,{{ill|UNKNOWN|lt=Kunitokotachi no Mikoto|1=UNKNOWN}}
Ikeda Shrine,{{ill|UNKNOWN|lt=Inari Shrine|1=UNKNOWN}}
Ikeda Shrine,{{ill|UNKNOWN|lt=New Year’s Day|1=UNKNOWN}}
Ikeda Shrine (Shizuoka),solved
Ikeda Shrine (Shizuoka),solved
Ikeda Shrine (Shizuoka),{{ill|UNKNOWN|lt=Shrine receiving offerings of food and silk|1=UNKNOWN}}
Ikeda Shrine (Shizuoka),solved
Ikeda Shrine (Shizuoka),{{ill|UNKNOWN|lt=Shrine receiving offerings of food and silk|1=UNKNOWN}}
Ikeda Shrine (Shizuoka),solved
Ikenimasu Asagiri Kihatahime Shrine,solved
Ikenimasu Asagiri Kihatahime Shrine,solved
Ikenimasu Asagiri Kihatahime Shrine,{{ill|UNKNOWN|lt=Kashihara Line|1=UNKNOWN}}
Ikishiro Shrine,solved
Ikishiro Shrine,solved
Ikishiro Shrine,solved
Ikishiro Shrine,solved
Ikishiro Shrine,{{ill|UNKNOWN|lt=Kunitokotachi-no-Mikoto|1=UNKNOWN}}
Ikishiro Shrine,solved
Ikishiro Shrine,{{ill|UNKNOWN|lt=Kenmu government|1=UNKNOWN}}
Iko-no-hayamitama Hime-no Shrine,solved
Iko-no-hayamitama Hime-no Shrine,{{ill|lt=Shikinaisha|UNKNOWN|lt=Minor Shikinaisha}}
Ikohayawake-no-Mikoto Shrine,solved
Ikohayawake-no-Mikoto Shrine,{{ill|UNKNOWN|lt=Futsunushi-no-Mikoto|1=UNKNOWN}}
Ikohayawake-no-Mikoto Shrine,solved
Ikohayawake-no-Mikoto Shrine,solved
Ikohayawake-no-Mikoto Shrine,{{ill|lt=Shiotsuchi-no-Oji|UNKNOWN|lt=Shiotsuchi-no-Oji-no-Kami}}
Ikohayawake-no-Mikoto Shrine,{{ill|lt=Susanoo|UNKNOWN|lt=Susanoo-no-Mikoto}}
Ikohayawake-no-Mikoto Shrine,{{ill|lt=Shiotsuchi-no-Oji|UNKNOWN|lt=Shiotsuchi-no-Oji-no-Mikoto}}
Ikohayawake-no-Mikoto Shrine,solved
Ikohayawake-no-Mikoto Shrine,{{ill|lt=Shiotsuchi-no-Oji|UNKNOWN|lt=Shiotsuchi-no-Oji-no-Mikoto}}
Ikoma Shrine,{{ill|UNKNOWN|lt=Katsuragi no Taka-nukahime no Mikoto|1=UNKNOWN}}
Ikoma Shrine,solved
Ikoma Shrine,solved
Ikoma Shrine,solved
Ikoma Shrine,solved
Ikoma Shrine,{{ill|UNKNOWN|lt=Katsuragi no Taka-nukahime no Mikoto|1=UNKNOWN}}
Ikoma Shrine,{{ill|UNKNOWN|lt=Emperor Akihito|1=UNKNOWN}}
Ikoma Shrine,{{ill|UNKNOWN|lt=Intangible Folk Cultural Property|1=UNKNOWN}}
Ikoma Shrine,solved
Ikoma Shrine,{{ill|UNKNOWN|lt=Katsuragi no Taka-nukahime no Mikoto|1=UNKNOWN}}
Ikoma Shrine,{{ill|UNKNOWN|lt=Empress Shōtoku|1=UNKNOWN}}
Ikoma Shrine,{{ill|UNKNOWN|lt=Daini Hanna Toll Road|1=UNKNOWN}}
Ikoma Shrine,{{ill|UNKNOWN|lt=Ichibu Ramp|1=UNKNOWN}}
Ikoma Shrine,{{ill|UNKNOWN|lt=Ose Tollgate|1=UNKNOWN}}
Ikoma Shrine,{{ill|UNKNOWN|lt=National Route 168|1=UNKNOWN}}
Ikomayamaguchi Shrine,solved
Ikomayamaguchi Shrine,{{ill|UNKNOWN|lt=Kushinadahime-no-Mikoto|1=UNKNOWN}}
Ikomayamaguchi Shrine,solved
Ikomayamaguchi Shrine,{{ill|UNKNOWN|lt=Kushinadahime-no-Mikoto|1=UNKNOWN}}
Ikomayamaguchi Shrine,{{ill|UNKNOWN|lt=Ōyamatsumi-no-Mikoto|1=UNKNOWN}}
Ikomayamaguchi Shrine,{{ill|UNKNOWN|lt=Sarutahiko-no-Mikoto|1=UNKNOWN}}
Ikomayamaguchi Shrine,solved
Ikomayamaguchi Shrine,{{ill|UNKNOWN|lt=Ichikishimahime-no-Mikoto|1=UNKNOWN}}
Ikomayamaguchi Shrine,{{ill|UNKNOWN|lt=Kotoshironushi-no-Kami|1=UNKNOWN}}
Ikota Shrine,{{ill|UNKNOWN|lt=Takemikazuchi-no-Kami|1=UNKNOWN}}
Ikota Shrine,solved
Ikota Shrine,{{ill|UNKNOWN|lt=Hime-Ōkami|1=UNKNOWN}}
Ikota Shrine,solved
Ikota Shrine,solved
Ikota Shrine,{{ill|UNKNOWN|lt=Takemikazuchi-no-Kami|1=UNKNOWN}}
Ikota Shrine,solved
Ikota Shrine,{{ill|UNKNOWN|lt=Hime-Ōkami|1=UNKNOWN}}
Ikota Shrine,{{ill|UNKNOWN|lt=Ichikishimahime-no-Mikoto|1=UNKNOWN}}
Ikota Shrine,{{ill|UNKNOWN|lt=kanjō|1=UNKNOWN}}
Ikota Shrine,{{ill|UNKNOWN|lt=senzā|1=UNKNOWN}}
Ikuhime Shrine,{{ill|UNKNOWN|lt=candidate Shikinaisha|1=UNKNOWN}}
Ikuhime Shrine,{{ill|lt=Ōyatsuhime-no-Mikoto|UNKNOWN|lt=Ōyatsuhime}}
Ikuhime Shrine,{{ill|UNKNOWN|lt=Nanki Jinja-roku|1=UNKNOWN}}
Ikuhime Shrine,{{ill|UNKNOWN|lt=Kii Meisho Zue|1=UNKNOWN}}
Ikuhime Shrine,{{ill|UNKNOWN|lt=Kinokawa|1=UNKNOWN}}
Ikuhime Shrine,{{ill|UNKNOWN|lt=copper-plate roof|1=UNKNOWN}}
Ikuhime Shrine,{{ill|UNKNOWN|lt=wari-haiden|1=UNKNOWN}}
Ikuhime Shrine,{{ill|UNKNOWN|lt=Rekishi Tosho-sha|1=UNKNOWN}}
Ikuhime Shrine,{{ill|UNKNOWN|lt=Kōgakkan University Press|1=UNKNOWN}}
Ikuhime Shrine,{{ill|UNKNOWN|lt=Meicho Shuppan|1=UNKNOWN}}
Ikune Shrine,solved
Ikune Shrine,solved
Ikune Shrine,{{ill|UNKNOWN|lt=Momoyama period|1=UNKNOWN}}
Ikune Shrine,{{ill|UNKNOWN|lt=Silla-dera|1=UNKNOWN}}
Ikuta Shrine,solved
Ikuta Shrine,{{ill|UNKNOWN|lt=Kanpei-chūsha|1=UNKNOWN}}
Ikuta Shrine,solved
Ikuta Shrine,{{ill|UNKNOWN|lt=Kanpei-chūsha|1=UNKNOWN}}
Ikuta Shrine,{{ill|UNKNOWN|lt=nigi-mitama|1=UNKNOWN}}
Ikuta Shrine,{{ill|lt=Kambei|UNKNOWN|lt=Kobe}}
Ikuta Shrine,{{ill|UNKNOWN|lt=Kanpei-chūsha|1=UNKNOWN}}
Ikuta Shrine,{{ill|UNKNOWN|lt=Kumochi Hachiman Shrine|1=UNKNOWN}}
Ikuta Shrine,{{ill|UNKNOWN|lt=Uwatsutsu-no-O-no-Mikoto|1=UNKNOWN}}
Ikuta Shrine,{{ill|UNKNOWN|lt=Nakatsutsu-no-O-no-Mikoto|1=UNKNOWN}}
Ikuta Shrine,{{ill|UNKNOWN|lt=Sokotsutsu-no-O-no-Mikoto|1=UNKNOWN}}
Ikuta Shrine,solved
Ikuta Shrine,solved
Ikuta Shrine,{{ill|UNKNOWN|lt=Ōyamakui-no-Mikoto|1=UNKNOWN}}
Ikuta Shrine,{{ill|UNKNOWN|lt=Ichikishimahime-no-Mikoto|1=UNKNOWN}}
Ikuta Shrine,{{ill|UNKNOWN|lt=Chigaeshi no Ōkami|1=UNKNOWN}}
Ikuta Shrine,{{ill|UNKNOWN|lt=Yachimatahiko-no-Kami|1=UNKNOWN}}
Ikuta Shrine,{{ill|UNKNOWN|lt=Yachimatahime-no-Kami|1=UNKNOWN}}
Ikuta Shrine,{{ill|UNKNOWN|lt=Ebisu-no-Mikoto|1=UNKNOWN}}
Ikuta Shrine,{{ill|UNKNOWN|lt=Sarutahiko-no-Mikoto|1=UNKNOWN}}
Ikuta Shrine,{{ill|UNKNOWN|lt=Ōyamakui-no-Mikoto|1=UNKNOWN}}
Ikuta Shrine,{{ill|UNKNOWN|lt=Tajikarao-no-Mikoto|1=UNKNOWN}}
Ikuta Shrine,{{ill|UNKNOWN|lt=Ikuta Shrine Hyōgo Otabisho|1=UNKNOWN}}
Ikuta Shrine,{{ill|UNKNOWN|lt=Ōhiraki-dōri|1=UNKNOWN}}
Ikuta Shrine,{{ill|lt=Nankinmachi (Kobe)|UNKNOWN|lt=Nankinmachi}}
Ikuta Shrine,{{ill|UNKNOWN|lt=Kobe Mosque|1=UNKNOWN}}
Ikuta Shrine,{{ill|UNKNOWN|lt=Shin-Kobe Ropeway|1=UNKNOWN}}
Ikuta Shrine,{{ill|UNKNOWN|lt=Kobe Nunobiki Herb Gardens|1=UNKNOWN}}
Ikuta Shrine,{{ill|UNKNOWN|lt=Kitano Promenade|1=UNKNOWN}}
Ikuta Shrine,{{ill|UNKNOWN|lt=Ōfūsha|1=UNKNOWN}}
Imaki-Aosaka-Inami-Ikegami Shrine,{{ill|UNKNOWN|lt=Toyouke-hime-no-Mikoto|1=UNKNOWN}}
Imaki-Aosaka-Inami-Ikegami Shrine,solved
Imaki-Aosaka-Inami-Ikegami Shrine,solved
Imaki-Aosaka-Inami-Ikegami Shrine,{{ill|UNKNOWN|lt=Saitō Morimitsu|1=UNKNOWN}}
"Imaki-Aosaka-Inami-Ikegami Shrine (Kamikawa, Saitama)",{{ill|UNKNOWN|lt=Okami no Kami|1=UNKNOWN}}
"Imaki-Aosaka-Inami-Ikegami Shrine (Kamikawa, Saitama)",{{ill|UNKNOWN|lt=Mizuhanome no Kami|1=UNKNOWN}}
"Imaki-Aosaka-Inami-Ikegami Shrine (Kamikawa, Saitama)",{{ill|UNKNOWN|lt=Haniyasuhime no Mikoto|1=UNKNOWN}}
"Imaki-Aosaka-Inami-Ikegami Shrine (Kamikawa, Saitama)",{{ill|UNKNOWN|lt=Toyoukehime no Mikoto|1=UNKNOWN}}
"Imaki-Aosaka-Inami-Ikegami Shrine (Kamikawa, Saitama)",solved
"Imaki-Aosaka-Inami-Ikegami Shrine (Kamikawa, Saitama)",{{ill|UNKNOWN|lt=Okami no Kami|1=UNKNOWN}}
Ime Shrine & Hachimangu,{{ill|UNKNOWN|lt=Ame-no-Kagoyama-no-Mikoto|1=UNKNOWN}}
Ime Shrine & Hachimangu,solved
Ime Shrine & Hachimangu,{{ill|lt=Takeminakata-no-Mikoto|UNKNOWN|lt=Suwa Daimyōjin}}
Ime Shrine & Hachimangu,{{ill|UNKNOWN|lt=Shinmei Shrine|1=UNKNOWN}}
Ime Shrine & Hachimangu,{{ill|UNKNOWN|lt=Shinmei-zukuri|1=UNKNOWN}}
Ime Shrine & Hachimangu,{{ill|UNKNOWN|lt=Shinmei-zukuri|1=UNKNOWN}}
Inaba Shrine,solved
Inaba Shrine,solved
Inaba Shrine,{{ill|UNKNOWN|lt=淳熨斗媛命|1=UNKNOWN}}
Inaba Shrine,{{ill|UNKNOWN|lt=岐阜信長神社|1=UNKNOWN}}
Inabe Shrine,{{ill|UNKNOWN|lt=Inabe clan|1=UNKNOWN}}
Inabe Shrine,{{ill|UNKNOWN|lt=Amaterasu Omikami|1=UNKNOWN}}
Inabe Shrine,solved
Inabe Shrine,{{ill|UNKNOWN|lt=Engishikinaisha|1=UNKNOWN}}
Inabe Shrine,solved
Inabe Shrine,{{ill|UNKNOWN|lt=Mr. Inabe|1=UNKNOWN}}
Inabe Shrine,{{ill|UNKNOWN|lt=Daisuke Shikibu|1=UNKNOWN}}
Inabe Shrine,{{ill|lt=Inabe clan|UNKNOWN|lt=Zou Inabe}}
Inabe Shrine,{{ill|UNKNOWN|lt=Inabezaimaro|1=UNKNOWN}}
Inabe Shrine,{{ill|UNKNOWN|lt=small territory|1=UNKNOWN}}
Inabe Shrine,{{ill|UNKNOWN|lt=Toyoo Inabe|1=UNKNOWN}}
Inabe Shrine,{{ill|UNKNOWN|lt=Junior Eighth Lower|1=UNKNOWN}}
Inabe Shrine,{{ill|UNKNOWN|lt=Keijoki-no-Mikoto|1=UNKNOWN}}
Inabe Shrine,{{ill|UNKNOWN|lt=Narahayahi-no-Mikoto|1=UNKNOWN}}
Inabe Shrine,{{ill|UNKNOWN|lt=Tenjin Honki|1=UNKNOWN}}
Inabe Shrine,{{ill|lt=Genda District|UNKNOWN|lt=Genda}}
Inabe Shrine,{{ill|UNKNOWN|lt=Amatsu Akaboshi|1=UNKNOWN}}
Inabe Shrine,{{ill|UNKNOWN|lt=Amatsu Akaboshi|1=UNKNOWN}}
Inabe Shrine,{{ill|UNKNOWN|lt=Gunji|1=UNKNOWN}}
Inabe Shrine,{{ill|lt=Inabe Yukitsuna|UNKNOWN|lt=Inben Saburo Yukitsuna}}
Inabe Shrine,{{ill|lt=Wakana Moritaka|UNKNOWN|lt=Wakana Goro Moritaka}}
Inabe Shrine,{{ill|lt=#Ageuma Shinji|UNKNOWN|lt=As mentioned above}}
Inabe Shrine,{{ill|UNKNOWN|lt=Kuwana IC|1=UNKNOWN}}
Inada Shrine,solved
Inada Shrine,solved
Inada Shrine,solved
Inada Shrine,solved
Inada Shrine,solved
Inada Shrine,solved
Inafuno Shrine,solved
Inafuno Shrine,{{ill|UNKNOWN|lt=enshrined|1=UNKNOWN}}
Inafuno Shrine,solved
Inafuno Shrine,{{ill|UNKNOWN|lt=Wakumusubi-no-Kami|1=UNKNOWN}}
Inafuno Shrine,{{ill|UNKNOWN|lt=Ōyamazumi-no-Kami|1=UNKNOWN}}
Inagi Shrine,solved
Inakami Shrine,{{ill|UNKNOWN|lt=Tsumiha-yae Kotoshironushi-no-Mikoto|1=UNKNOWN}}
Inakami Shrine,solved
Inakami Shrine,solved
Inakami Shrine,{{ill|UNKNOWN|lt=Tsumiha-yae Kotoshironushi-no-Mikoto|1=UNKNOWN}}
Inamura Shrine,solved
Inamura Shrine,solved
Inamura Shrine,{{ill|UNKNOWN|lt=Bontenyama Kofun|1=UNKNOWN}}
Inamura Shrine,{{ill|UNKNOWN|lt=Seven Generations of the Heavenly Deities|1=UNKNOWN}}
Inamura Shrine,solved
Inane Shrine,solved
Inane Shrine,solved
Inasaki Shrine,solved
Inashiro-ni-masu Shrine,{{ill|lt=Toyouke-hime|UNKNOWN|lt=Toyouke-hime no Mikoto}}
Inashiro-ni-masu Shrine,solved
Inatsuhiko Shrine,{{ill|lt=Ishimaru (Minoh City)|UNKNOWN|lt=Ishimaru}}
Inatsuhiko Shrine,solved
Inatsuhiko Shrine,solved
Inatsuhiko Shrine,{{ill|lt=#Research|UNKNOWN|lt=Review section}}
Inatsuhiko Shrine,solved
Inazume Shrine,{{ill|UNKNOWN|lt=Ōyamazumi-no-Kami|1=UNKNOWN}}
Inazume Shrine,{{ill|lt=Omodaru|UNKNOWN|lt=Omodaru-no-Kami}}
Inazume Shrine,{{ill|UNKNOWN|lt=Kashikone-no-Mikoto|1=UNKNOWN}}
Inazume Shrine,solved
Inazume Shrine,{{ill|lt=Omodaru|UNKNOWN|lt=Omodaru-no-Mikoto}}
Inazume Shrine,{{ill|UNKNOWN|lt=Kashikone-no-Mikoto|1=UNKNOWN}}
Inazume Shrine,{{ill|lt=Iwatsuhime|UNKNOWN|lt=Iwatsuhime-no-Mikoto}}
Inazume Shrine,{{ill|lt=Okutsuhiko|UNKNOWN|lt=Okutsuhiko-no-Mikoto}}
Inazume Shrine,{{ill|lt=Okutsuhime|UNKNOWN|lt=Okutsuhime-no-Mikoto}}
Inazume Shrine,{{ill|UNKNOWN|lt=Uru-no-Mikoto|1=UNKNOWN}}
Inbe Shrine,solved
Inbe Shrine,{{ill|UNKNOWN|lt=kokuhei chūsha|1=UNKNOWN}}
Inbe Shrine,solved
Inbe Shrine,{{ill|UNKNOWN|lt=kokuhei chūsha|1=UNKNOWN}}
Inbe Shrine,{{ill|UNKNOWN|lt=Kogakkan University|1=UNKNOWN}}
Inbe Shrine (Matsue City),{{ill|lt=Kutami Shrine (Matsue)|UNKNOWN|lt=Kutami Shrine}}
Inbe Shrine (Yoshinogawa),{{ill|lt=Yamakawa Town Ibeyama|UNKNOWN|lt=Ibeyama}}
Inbe Shrine (Yoshinogawa),solved
Inbe Shrine (Yoshinogawa),solved
Inbe Shrine (Yoshinogawa),{{ill|UNKNOWN|lt=Kokuheichusha|1=UNKNOWN}}
Inbe Shrine (Yoshinogawa),{{ill|UNKNOWN|lt=Ibeyama Kofun Group|1=UNKNOWN}}
Inbe Shrine (Yoshinogawa),{{ill|UNKNOWN|lt=Nagamitsu|1=UNKNOWN}}
Inbe Shrine (Yoshinogawa),{{ill|UNKNOWN|lt=Oji Gongen|1=UNKNOWN}}
Inbe Shrine (Yoshinogawa),{{ill|lt=Miki clan (Awa)|UNKNOWN|lt=Miki clan}}
Inbe Shrine (Yoshinogawa),{{ill|lt=Amani-washi-no-Mikoto|UNKNOWN|lt=Amani-washi-kami}}
Inbe Shrine (Yoshinogawa),{{ill|lt=Tenhiwashi Mikoto|UNKNOWN|lt=Tenhiwashi Shoya no Mikoto}}
Inbe Shrine (Yoshinogawa),{{ill|UNKNOWN|lt=main enshrined deity|1=UNKNOWN}}
Inbe Shrine (Yoshinogawa),{{ill|UNKNOWN|lt=Masatsugu clan|1=UNKNOWN}}
Inbe Shrine (Yoshinogawa),{{ill|UNKNOWN|lt=Kyotogaisetsusha|1=UNKNOWN}}
Inbe Shrine (Yoshinogawa),{{ill|lt=Takeminakata no Kami|UNKNOWN|lt=Takeminakata no Mikoto}}
Inbe Shrine (Yoshinogawa),{{ill|UNKNOWN|lt=Kogakkan University|1=UNKNOWN}}
Inohanako Shrine,solved
Inohanako Shrine,solved
Inu Shrine,solved
Inu Shrine,{{ill|UNKNOWN|lt=Akamaro Ritual|1=UNKNOWN}}
Inu Shrine,{{ill|UNKNOWN|lt=Year of the Dog|1=UNKNOWN}}
Inu Shrine,{{ill|UNKNOWN|lt=名古屋場所|1=UNKNOWN}}
Io Shrine,solved
Io Shrine,solved
Io Shrine,solved
Ionoi Shrine,solved
Ionoi Shrine,solved
Ionoi Shrine,solved
Ionoi Shrine,{{ill|UNKNOWN|lt=ichiboku-zukuri|1=UNKNOWN}}
Irō Shrine,solved
Irō Shrine,{{ill|UNKNOWN|lt=Seven Wonders of Izu|1=UNKNOWN}}
Irō Shrine,{{ill|UNKNOWN|lt=Kannon|1=UNKNOWN}}
Irō Shrine,{{ill|UNKNOWN|lt=dragon|1=UNKNOWN}}
Irō Shrine,{{ill|UNKNOWN|lt=white bird|1=UNKNOWN}}
Irō Shrine,{{ill|UNKNOWN|lt=Tokugawa shogunate|1=UNKNOWN}}
Irō Shrine,{{ill|lt=Meiji period|UNKNOWN|lt=Meiji}}
Isagoda Shrine,solved
Isagoda Shrine,{{ill|UNKNOWN|lt=shrine crest|1=UNKNOWN}}
