page_title,qid,xml_file
Itsumotakewono Shrine,Q135039047,Itsumotakewono Shrine.xml
Itsunahimeno Shrine,Q135288594,Itsunahimeno Shrine.xml
Itsushimino Shrine,Q135040598,Itsushimino Shrine.xml
Itsushinokanoisoheno Shrine,Q135040503,Itsushinokanoisoheno Shrine.xml
Itsutano Shrine,Q135041455,Itsutano Shrine.xml
Iwafune Shrine,Q124496786,Iwafune Shrine.xml
"Iwafune Shrine, Konan",Q65259139,"Iwafune Shrine, Konan.xml"
Iwahashi Shrine,Q11587896,Iwahashi Shrine.xml
Iwai Onsen,Q11474068,Iwai Onsen.xml
Iwai Shrine,Q11587853,Iwai Shrine.xml
Iwai Shrine (Q135179342),Q135179342,Iwai Shrine (Q135179342).xml
Iwai Shrine (Q135194258),Q135194258,Iwai Shrine (Q135194258).xml
Iwai Shrine (Q85882705),Q85882705,Iwai Shrine (Q85882705).xml
Iwaida Shrine,Q135070173,Iwaida Shrine.xml
Iwaida Shrine (Q135070174),Q135070174,Iwaida Shrine (Q135070174).xml
Iwakami Shrine,Q135068816,Iwakami Shrine.xml
Iwakami Yamasumi Shrine,Q135194315,Iwakami Yamasumi Shrine.xml
Iwakami Yamazumi Shrine,Q20043188,Iwakami Yamazumi Shrine.xml
Iwaki Shrine,Q24871378,Iwaki Shrine.xml
Iwakumahachimanguu,Q135070229,Iwakumahachimanguu.xml
Iwakura Shrine,Q135194389,Iwakura Shrine.xml
Iwakura Shrine (within Sasoza Shrine precinct),Q135194693,Iwakura Shrine (within Sasoza Shrine precinct).xml
Iwano Shrine,Q135040746,Iwano Shrine.xml
Iwashitsuno Shrine,Q135039221,Iwashitsuno Shrine.xml
Iwashizu Shrine,Q135185797,Iwashizu Shrine.xml
Iwashizu Shrine (Q11379248),Q11379248,Iwashizu Shrine (Q11379248).xml
Iwata Shrine,Q135192623,Iwata Shrine.xml
Iwatani‑mon Shrine,Q135194948,Iwatani‑mon Shrine.xml
Iwato Shrine,Q11585184,Iwato Shrine.xml
Iwato Wake Shrine,Q48754475,Iwato Wake Shrine.xml
Iwatoochiba Shrine,Q135068813,Iwatoochiba Shrine.xml
Iwatowakeyakurahimeno Shrine,Q135041343,Iwatowakeyakurahimeno Shrine.xml
Iwatowakeyakurahimeno Shrine (Q135270443),Q135270443,Iwatowakeyakurahimeno Shrine (Q135270443).xml
Iwatsuhime Shrine,Q11379249,Iwatsuhime Shrine.xml
Iwatsuhimeno Shrine,Q135041149,Iwatsuhimeno Shrine.xml
Iwatsutsukowake Shrine,Q11587235,Iwatsutsukowake Shrine.xml
Iwaya Shrine,Q11474394,Iwaya Shrine.xml
Iwoumino Shrine,Q135039279,Iwoumino Shrine.xml
Iya Shrine,Q11498399,Iya Shrine.xml
Iyahikono Shrine,Q135040462,Iyahikono Shrine.xml
Iyahimeno Shrine,Q135040325,Iyahimeno Shrine.xml
Iyakaki Shrine,Q135040551,Iyakaki Shrine.xml
Iyamano Shrine,Q135039329,Iyamano Shrine.xml
Iyano Shrine,Q135040543,Iyano Shrine.xml
Iyasumi Shrine,Q135070127,Iyasumi Shrine.xml
Iyatono Shrine,Q135040560,Iyatono Shrine.xml
Iyono Shrine,Q135041429,Iyono Shrine.xml
Iyotsubikoinochi Shrine,Q135070339,Iyotsubikoinochi Shrine.xml
Iyotsuhikono- Shrine,Q135041437,Iyotsuhikono- Shrine.xml
Iyu Shrine,Q135070048,Iyu Shrine.xml
Iyu Shrine (Q135195324),Q135195324,Iyu Shrine (Q135195324).xml
Iyuno Shrine,Q135040609,Iyuno Shrine.xml
Izanagi Shrine,Q11379365,Izanagi Shrine.xml
Izanagi Shrine (Kanmaki),Q11380920,Izanagi Shrine (Kanmaki).xml
Izanagi Shrine (Q10884977),Q10884977,Izanagi Shrine (Q10884977).xml
Izanagi Shrine (Q11379322),Q11379322,Izanagi Shrine (Q11379322).xml
Izanagi Shrine (Q11379324),Q11379324,Izanagi Shrine (Q11379324).xml
Izanagi Shrine (Q135194488),Q135194488,Izanagi Shrine (Q135194488).xml
Izanagi Shrine (Saidera),Q135185758,Izanagi Shrine (Saidera).xml
Izanagi Shrine (Yamada Higashi),Q135185757,Izanagi Shrine (Yamada Higashi).xml
Izanagi-no-Miya,Q135186068,Izanagi-no-Miya.xml
Izanami Shrine,Q43594845,Izanami Shrine.xml
Izanami Shrine (Q135070084),Q135070084,Izanami Shrine (Q135070084).xml
Izanami Shrine (Q135070087),Q135070087,Izanami Shrine (Q135070087).xml
"Izanami Shrine, Mima",Q43594855,"Izanami Shrine, Mima.xml"
Izanami-no-Miya,Q135186069,Izanami-no-Miya.xml
Izu Shrine (Q135194348),Q135194348,Izu Shrine (Q135194348).xml
Izuhara Hachimangū Shrine,Q11410120,Izuhara Hachimangū Shrine.xml
Izumi Shrine (Q11395685),Q11395685,Izumi Shrine (Q11395685).xml
Izumi Shrine (Q11554897),Q11554897,Izumi Shrine (Q11554897).xml
Izumianashi Shrine,Q11554908,Izumianashi Shrine.xml
Izumo Inoe-no-Shrine,Q135068645,Izumo Inoe-no-Shrine.xml
Izumo Jisai Shrine,Q135070097,Izumo Jisai Shrine.xml
Izumo Jisai Shrine Keidaisha Tenjinsha,Q135195620,Izumo Jisai Shrine Keidaisha Tenjinsha.xml
Izumo Shrine,Q135070013,Izumo Shrine.xml
Izumo-no-winoheno Shrine,Q135038772,Izumo-no-winoheno Shrine.xml
"Izumoiwai Shrine, Moroyama",Q30933323,"Izumoiwai Shrine, Moroyama.xml"
Izumonoinamihi Shrine,Q135069545,Izumonoinamihi Shrine.xml
Izumotakano Shrine (Otagi district),Q135068662,Izumotakano Shrine (Otagi district).xml
Izumotakanono Shrine,Q135038773,Izumotakanono Shrine.xml
Izumowokano Shrine,Q135099013,Izumowokano Shrine.xml
"Izumo‑no‑Ihahi Shrine (Itai, Kumagaya City)",Q135193350,"Izumo‑no‑Ihahi Shrine (Itai, Kumagaya City).xml"
"Izumo‑no‑Ihahi Shrine (Yorii Town, Ōsato District)",Q135193349,"Izumo‑no‑Ihahi Shrine (Yorii Town, Ōsato District).xml"
Izusahime Shrine,Q11380543,Izusahime Shrine.xml
Izusan Shrine (protector of the eight provinces),Q135192962,Izusan Shrine (protector of the eight provinces).xml
Jiko Shrine,Q135069376,Jiko Shrine.xml
Jogu Shrine,Q11481363,Jogu Shrine.xml
Jouguuko Shrine,Q135069162,Jouguuko Shrine.xml
Jufu Shrine,Q135194545,Jufu Shrine.xml
Junisho Shrine,Q135070278,Junisho Shrine.xml
Jurokuhashira Shrine,Q135195359,Jurokuhashira Shrine.xml
Juuni Shrine,Q11404815,Juuni Shrine.xml
Juurokuhashira Shrine,Q135070059,Juurokuhashira Shrine.xml
Juzo Shrine,Q135194932,Juzo Shrine.xml
Jūzō Shrine,Q135194908,Jūzō Shrine.xml
Kaasaryou Shrine,Q135070331,Kaasaryou Shrine.xml
Kaba Hachiman Shrine,Q135194694,Kaba Hachiman Shrine.xml
Kaba Shinmeigu Shrine,Q135192598,Kaba Shinmeigu Shrine.xml
Kabatakamo Shrine,Q128867071,Kabatakamo Shrine.xml
Kachihino Shrine,Q135040914,Kachihino Shrine.xml
Kachihinotakamori Shrine,Q135040915,Kachihinotakamori Shrine.xml
Kachimino Shrine,Q135040753,Kachimino Shrine.xml
Kaden Shrine,Q135039161,Kaden Shrine.xml
Kadoeno Shrine,Q135040925,Kadoeno Shrine.xml
Kaehime Shrine,Q11677210,Kaehime Shrine.xml
Kaehimeno Shrine,Q135041301,Kaehimeno Shrine.xml
Kafu Shrine,Q135186749,Kafu Shrine.xml
Kafu Shrine (Q135186750),Q135186750,Kafu Shrine (Q135186750).xml
Kafu Shrine (Q135186752),Q135186752,Kafu Shrine (Q135186752).xml
Kafuno Shrine,Q135039395,Kafuno Shrine.xml
Kafutohikono Shrine,Q135040316,Kafutohikono Shrine.xml
Kagami-tsukuri-ita Shrine,Q135185122,Kagami-tsukuri-ita Shrine.xml
Kagamitsukuri Ita Shrine,Q54153278,Kagamitsukuri Ita Shrine.xml
Kagamitsukuri Nimasu Amateru Mitama Shrine,Q38278496,Kagamitsukuri Nimasu Amateru Mitama Shrine.xml
Kagamitsukurimake Shrine,Q43594607,Kagamitsukurimake Shrine.xml
Kagi-no-miya (Kumano Hayatama Shrine),Q135198056,Kagi-no-miya (Kumano Hayatama Shrine).xml
Kagoyamano Shrine,Q135040075,Kagoyamano Shrine.xml
Kaguraokahachimanguu,Q135070148,Kaguraokahachimanguu.xml
Kaguraokahachimanguu (Q135070150),Q135070150,Kaguraokahachimanguu (Q135070150).xml
Kagutsuchino Shrine,Q135099012,Kagutsuchino Shrine.xml
Kahaahino Shrine,Q135040472,Kahaahino Shrine.xml
Kahaahino Shrine (Q135039330),Q135039330,Kahaahino Shrine (Q135039330).xml
Kahachitatanuhino Shrine,Q135040508,Kahachitatanuhino Shrine.xml
Kahaheno Shrine,Q135041093,Kahaheno Shrine.xml
Kahahino Shrine,Q135195104,Kahahino Shrine.xml
Kahakamikashihono Shrine,Q135038974,Kahakamikashihono Shrine.xml
Kahakamino Shrine,Q135041293,Kahakamino Shrine.xml
Kahakamino Shrine (Q135040923),Q135040923,Kahakamino Shrine (Q135040923).xml
Kahakareno Shrine,Q135039798,Kahakareno Shrine.xml
Kahakareno Shrine (Q135270298),Q135270298,Kahakareno Shrine (Q135270298).xml
Kahaketano Shrine,Q135039810,Kahaketano Shrine.xml
Kahamatano Shrine,Q135039016,Kahamatano Shrine.xml
Kahamatano Shrine (Q135039133),Q135039133,Kahamatano Shrine (Q135039133).xml
Kahamatano Shrine (Q135039358),Q135039358,Kahamatano Shrine (Q135039358).xml
Kahano Shrine,Q135039378,Kahano Shrine.xml
Kaharano Shrine,Q135039553,Kaharano Shrine.xml
Kaharano Shrine (Q135270314),Q135270314,Kaharano Shrine (Q135270314).xml
Kaharano- Shrine,Q135039266,Kaharano- Shrine.xml
Kaharano- Shrine (Q135270137),Q135270137,Kaharano- Shrine (Q135270137).xml
Kahashimano Shrine,Q135039494,Kahashimano Shrine.xml
Kahashimano Shrine (Q135039530),Q135039530,Kahashimano Shrine (Q135039530).xml
Kahashukuneno Shrine (Agatsuma District),Q135194274,Kahashukuneno Shrine (Agatsuma District).xml
"Kahashukuneno Shrine (Gyokoda, Shibukawa City)",Q135194278,"Kahashukuneno Shrine (Gyokoda, Shibukawa City).xml"
Kahasukuneno Shrine,Q135039964,Kahasukuneno Shrine.xml
Kahata Kamo Shrine,Q135192910,Kahata Kamo Shrine.xml
Kahatano Shrine,Q135039796,Kahatano Shrine.xml
Kahawano Shrine,Q135039476,Kahawano Shrine.xml
Kahawinotsuki Shrine,Q135098813,Kahawinotsuki Shrine.xml
Kahinano Shrine,Q135039687,Kahinano Shrine.xml
Kahiruno Shrine,Q135040099,Kahiruno Shrine.xml
Kahiruno Shrine (Q135040128),Q135040128,Kahiruno Shrine (Q135040128).xml
Kahirutanokuchino Shrine,Q135040133,Kahirutanokuchino Shrine.xml
Kahisaya Shrine,Q135069972,Kahisaya Shrine.xml
Kai Shrine,Q11559097,Kai Shrine.xml
Kaina Shrine (Q135193243),Q135193243,Kaina Shrine (Q135193243).xml
Kaina Shrine (Q135193244),Q135193244,Kaina Shrine (Q135193244).xml
Kaka Shrine,Q11399719,Kaka Shrine.xml
Kakamitsukuriitano Shrine,Q135039007,Kakamitsukuriitano Shrine.xml
Kakitano Shrine,Q135039192,Kakitano Shrine.xml
Kakitano Shrine (Q135041179),Q135041179,Kakitano Shrine (Q135041179).xml
Kakumino Shrine,Q135040363,Kakumino Shrine.xml
Kakumiya Shrine,Q135194966,Kakumiya Shrine.xml
Kakuruno Shrine,Q135039588,Kakuruno Shrine.xml
Kakuyano Shrine,Q135041189,Kakuyano Shrine.xml
Kama Shrine,Q135195503,Kama Shrine.xml
Kamado Shrine,Q11597744,Kamado Shrine.xml
Kamaharano Shrine,Q135040473,Kamaharano Shrine.xml
Kamarano Shrine,Q135041396,Kamarano Shrine.xml
Kamazoku‑Miden Shrine,Q135186188,Kamazoku‑Miden Shrine.xml
Kambara Shrine,Q135195148,Kambara Shrine.xml
Kamejima Shrine (reference),Q135194760,Kamejima Shrine (reference).xml
Kameyama Shrine (Q135069232),Q135069232,Kameyama Shrine (Q135069232).xml
Kamichikama Shrine,Q135187347,Kamichikama Shrine.xml
Kamigaki Shrine,Q135186318,Kamigaki Shrine.xml
Kamiichinomiya Ōawa Shrine,Q11358379,Kamiichinomiya Ōawa Shrine.xml
Kamiishino Shrine,Q135039990,Kamiishino Shrine.xml
Kamikoso Shrine,Q11360119,Kamikoso Shrine.xml
Kamimakita Mukuge Shrine,Q135193391,Kamimakita Mukuge Shrine.xml
Kamimateinochi Shrine,Q135070170,Kamimateinochi Shrine.xml
Kamimura Shrine (former site),Q135186161,Kamimura Shrine (former site).xml
Kaminari Mihashira Shrine,Q135098970,Kaminari Mihashira Shrine.xml
Kamineno Shrine,Q135041202,Kamineno Shrine.xml
Kaminifukahano Shrine,Q135039802,Kaminifukahano Shrine.xml
Kamino Shrine (current site),Q135195209,Kamino Shrine (current site).xml
Kamino- Shrine,Q135039648,Kamino- Shrine.xml
Kamisawa Shrine,Q135192802,Kamisawa Shrine.xml
Kamishima Shrine,Q135070201,Kamishima Shrine.xml
Kamishimano Shrine,Q135041231,Kamishimano Shrine.xml
Kamishiro Shrine,Q135070132,Kamishiro Shrine.xml
Kamisugi Izumuhime Shrine,Q135194918,Kamisugi Izumuhime Shrine.xml
Kamisumuji Shrine,Q24874608,Kamisumuji Shrine.xml
Kamitakatsuki Shrine,Q11591046,Kamitakatsuki Shrine.xml
Kamitsuma Shrine,Q135192641,Kamitsuma Shrine.xml
Kamiyama Shrine,Q135186409,Kamiyama Shrine.xml
Kamo Shrine,Q135039165,Kamo Shrine.xml
Kamo Shrine (Q106301088),Q106301088,Kamo Shrine (Q106301088).xml
Kamo Shrine (Q11398661),Q11398661,Kamo Shrine (Q11398661).xml
Kamo Shrine (Q11634949),Q11634949,Kamo Shrine (Q11634949).xml
Kamo Shrine (Q11634952),Q11634952,Kamo Shrine (Q11634952).xml
Kamo Shrine (Q11675602),Q11675602,Kamo Shrine (Q11675602).xml
Kamo Shrine (Q11675604),Q11675604,Kamo Shrine (Q11675604).xml
Kamo Shrine (Q135040291),Q135040291,Kamo Shrine (Q135040291).xml
Kamo Shrine (Q135041288),Q135041288,Kamo Shrine (Q135041288).xml
Kamo Shrine (Q135069914),Q135069914,Kamo Shrine (Q135069914).xml
Kamo Shrine (Q135070168),Q135070168,Kamo Shrine (Q135070168).xml
Kamo Shrine (Q135070224),Q135070224,Kamo Shrine (Q135070224).xml
Kamo Shrine (Q135070332),Q135070332,Kamo Shrine (Q135070332).xml
Kamo Shrine (Q135194592),Q135194592,Kamo Shrine (Q135194592).xml
Kamo Shrine (Q135194975),Q135194975,Kamo Shrine (Q135194975).xml
Kamo Shrine (Q135195211),Q135195211,Kamo Shrine (Q135195211).xml
Kamo Shrine (Q54153261),Q54153261,Kamo Shrine (Q54153261).xml
Kamo Shrine (Sakaide),Q11675600,Kamo Shrine (Sakaide).xml
Kamo Shrine Remains,Q135185440,Kamo Shrine Remains.xml
Kamo Yamaguchi (Sawada) Shrine,Q135179289,Kamo Yamaguchi (Sawada) Shrine.xml
Kamo Yamaguchi Shrine,Q60988459,Kamo Yamaguchi Shrine.xml
Kamogami Shrine,Q135070272,Kamogami Shrine.xml
Kamogami Shrine (Q135070276),Q135070276,Kamogami Shrine (Q135070276).xml
Kamohara Shrine,Q135045395,Kamohara Shrine.xml
Kamonahino Shrine,Q135041142,Kamonahino Shrine.xml
Kamonaraita Shrine,Q11675603,Kamonaraita Shrine.xml
Kamono Shrine,Q135098878,Kamono Shrine.xml
Kamono Shrine (Q135039432),Q135039432,Kamono Shrine (Q135039432).xml
Kamono Shrine (Q135039440),Q135039440,Kamono Shrine (Q135039440).xml
Kamono Shrine (Q135039667),Q135039667,Kamono Shrine (Q135039667).xml
Kamono Shrine (Q135041197),Q135041197,Kamono Shrine (Q135041197).xml
Kamono Shrine (Q135041213),Q135041213,Kamono Shrine (Q135041213).xml
Kamono Shrine (Q135041214),Q135041214,Kamono Shrine (Q135041214).xml
Kamono Shrine (Q135041305),Q135041305,Kamono Shrine (Q135041305).xml
Kamonohanino Shrine,Q135038775,Kamonohanino Shrine.xml
Kamonokahāhini Shrine,Q135038782,Kamonokahāhini Shrine.xml
Kamonookaminomikokaminushitama Shrine,Q66085127,Kamonookaminomikokaminushitama Shrine.xml
Kamori Shrine,Q135041054,Kamori Shrine.xml
Kamotakatano Shrine,Q135039141,Kamotakatano Shrine.xml
Kamowokamotono Shrine,Q135038783,Kamowokamotono Shrine.xml
Kamoyamaguchino Shrine,Q135038774,Kamoyamaguchino Shrine.xml
Kamubeno Shrine,Q135041116,Kamubeno Shrine.xml
Kamuhano Shrine,Q135040215,Kamuhano Shrine.xml
Kamuharano- Shrine,Q135038811,Kamuharano- Shrine.xml
Kamuhatano Shrine,Q135038837,Kamuhatano Shrine.xml
Kamuheno Shrine,Q135039684,Kamuheno Shrine.xml
Kamuheno Shrine (Q135039697),Q135039697,Kamuheno Shrine (Q135039697).xml
Kamuheno Shrine (Q135098975),Q135098975,Kamuheno Shrine (Q135098975).xml
Kamukahano Shrine,Q135038752,Kamukahano Shrine.xml
Kamukakino Shrine,Q135039313,Kamukakino Shrine.xml
Kamumeitsukino- Shrine,Q135040334,Kamumeitsukino- Shrine.xml
Kamunahino Shrine,Q135040542,Kamunahino Shrine.xml
Kamuno Shrine,Q135040528,Kamuno Shrine.xml
Kamuno Shrine former site,Q135195210,Kamuno Shrine former site.xml
Kamunono Shrine,Q135041391,Kamunono Shrine.xml
Kamunono Shrine (Q135040493),Q135040493,Kamunono Shrine (Q135040493).xml
Kamuohonamochimikono Shrine,Q135040955,Kamuohonamochimikono Shrine.xml
Kamurono Shrine,Q135040725,Kamurono Shrine.xml
Kamusakino Shrine,Q135039190,Kamusakino Shrine.xml
Kamusakino Shrine (Q135039267),Q135039267,Kamusakino Shrine (Q135039267).xml
Kamusakino Shrine (Q135039396),Q135039396,Kamusakino Shrine (Q135039396).xml
Kamusakino Shrine (Q135041384),Q135041384,Kamusakino Shrine (Q135041384).xml
Kamusakino Shrine (Q135270136),Q135270136,Kamusakino Shrine (Q135270136).xml
Kamusohino Shrine,Q135040210,Kamusohino Shrine.xml
Kamusukinoitsumuhimeno Shrine,Q135040330,Kamusukinoitsumuhimeno Shrine.xml
Kamutano Shrine,Q135041107,Kamutano Shrine.xml
Kamutano Shrine (Q135040286),Q135040286,Kamutano Shrine (Q135040286).xml
Kamutano Shrine (Q135040507),Q135040507,Kamutano Shrine (Q135040507).xml
Kamutano Shrine (Q135270353),Q135270353,Kamutano Shrine (Q135270353).xml
Kamutono Shrine,Q135040383,Kamutono Shrine.xml
Kamutono Shrine (Q135040663),Q135040663,Kamutono Shrine (Q135040663).xml
Kamutsuchikamano Shrine,Q135039546,Kamutsuchikamano Shrine.xml
Kan-no-Me Shrine,Q135194925,Kan-no-Me Shrine.xml
Kana Zakura Shrine,Q135193248,Kana Zakura Shrine.xml
Kanamurano Shrine,Q135038954,Kanamurano Shrine.xml
Kanasakura Shrine,Q135193245,Kanasakura Shrine.xml
Kanasakura Shrine (Q135193246),Q135193246,Kanasakura Shrine (Q135193246).xml
Kanasakurano Shrine,Q135039689,Kanasakurano Shrine.xml
Kanasukino Shrine,Q135040965,Kanasukino Shrine.xml
Kanayama-hiko Shrine,Q135194823,Kanayama-hiko Shrine.xml
Kanayamahikono Shrine,Q135039114,Kanayamahikono Shrine.xml
Kanayamahimeno Shrine,Q135039115,Kanayamahimeno Shrine.xml
Kanayamano Shrine,Q135041557,Kanayamano Shrine.xml
Kanazakura Shrine (Kai Province),Q135069489,Kanazakura Shrine (Kai Province).xml
Kanazakura Shrine (Q135069485),Q135069485,Kanazakura Shrine (Q135069485).xml
Kanazakura Shrine (Q135193249),Q135193249,Kanazakura Shrine (Q135193249).xml
Kanazakura Shrine (Yamanashi district),Q135069491,Kanazakura Shrine (Yamanashi district).xml
Kanbara Shrine (Q63148107),Q63148107,Kanbara Shrine (Q63148107).xml
Kanbe Shrine,Q135193241,Kanbe Shrine.xml
Kanbe Shrine (Q135193242),Q135193242,Kanbe Shrine (Q135193242).xml
Kanda Shrine (Hakusan City),Q135194806,Kanda Shrine (Hakusan City).xml
Kanda Shrine (Kanazawa City),Q135194808,Kanda Shrine (Kanazawa City).xml
Kanda Shrine (Oaza Fumon),Q135193479,Kanda Shrine (Oaza Fumon).xml
Kanda Shrine (Q11590647),Q11590647,Kanda Shrine (Q11590647).xml
Kanda Shrine (Q135194816),Q135194816,Kanda Shrine (Q135194816).xml
Kandani Shrine,Q11590885,Kandani Shrine.xml
Kandate Iino Takaichi Shrine,Q135186710,Kandate Iino Takaichi Shrine.xml
Kandate Iino Takaichi Shrine Co-Enshrinement,Q135069242,Kandate Iino Takaichi Shrine Co-Enshrinement.xml
Kandate Shrine,Q135186612,Kandate Shrine.xml
Kando Shrine,Q135195013,Kando Shrine.xml
Kaneno Shrine,Q135039533,Kaneno Shrine.xml
Kaneno Shrine (Q135270307),Q135270307,Kaneno Shrine (Q135270307).xml
Kangi-in,Q11545320,Kangi-in.xml
Kanhatorihatadono Shrine,Q135186223,Kanhatorihatadono Shrine.xml
Kanira Shrine,Q135187273,Kanira Shrine.xml
Kanisanakino Shrine,Q135040966,Kanisanakino Shrine.xml
Kanko Shrine,Q11418296,Kanko Shrine.xml
Kankosahino Shrine,Q135098868,Kankosahino Shrine.xml
Kanmine Shrine (Haramachi Ward),Q135194399,Kanmine Shrine (Haramachi Ward).xml
Kanmusuhitamano- Shrine,Q135041087,Kanmusuhitamano- Shrine.xml
"Kannabi Shrine (Fuchu city, Hiroshima)",Q104660635,"Kannabi Shrine (Fuchu city, Hiroshima).xml"
Kannahino Shrine,Q135038807,Kannahino Shrine.xml
Kanno Shrine,Q11590985,Kanno Shrine.xml
Kanno Shrine (Q135070328),Q135070328,Kanno Shrine (Q135070328).xml
Kanno Shrine (Q135198162),Q135198162,Kanno Shrine (Q135198162).xml
Kanno Shrine (Q135198163),Q135198163,Kanno Shrine (Q135198163).xml
Kansaki Shrine,Q135039831,Kansaki Shrine.xml
Kansha Shrine,Q135039271,Kansha Shrine.xml
Kanshiro Shrine,Q135040302,Kanshiro Shrine.xml
Kanshirono Shrine,Q135041049,Kanshirono Shrine.xml
Kantamaihotoshino Shrine,Q135040964,Kantamaihotoshino Shrine.xml
Kantamainochinushino Shrine,Q135040954,Kantamainochinushino Shrine.xml
Kantamaitsunohimeno Shrine,Q135040976,Kantamaitsunohimeno Shrine.xml
Kantamakotsunotama Shrine,Q135041074,Kantamakotsunotama Shrine.xml
Kantamamikono Shrine,Q135040953,Kantamamikono Shrine.xml
Kantamano Shrine,Q135040977,Kantamano Shrine.xml
Kantano Shrine,Q135040292,Kantano Shrine.xml
Kantano Shrine (Q135039789),Q135039789,Kantano Shrine (Q135039789).xml
Kanwokano Shrine,Q135038931,Kanwokano Shrine.xml
Kara Shrine,Q135020550,Kara Shrine.xml
Karahino Shrine,Q135039342,Karahino Shrine.xml
Karai Shrine,Q17220848,Karai Shrine.xml
Karakamano Shrine,Q135041046,Karakamano Shrine.xml
Karakawa Shrine,Q83886404,Karakawa Shrine.xml
Karakuni Shrine (Q135040666),Q135040666,Karakuni Shrine (Q135040666).xml
Karakuniitatematsuruno Shrine,Q135041051,Karakuniitatematsuruno Shrine.xml
Karakuniitateno Shrine,Q135040786,Karakuniitateno Shrine.xml
Karakuniitateno Shrine (Q135040908),Q135040908,Karakuniitateno Shrine (Q135040908).xml
Karakuniitateno Shrine (Q135040960),Q135040960,Karakuniitateno Shrine (Q135040960).xml
Karakuniitateno Shrine (Q135041044),Q135041044,Karakuniitateno Shrine (Q135041044).xml
Karakunino- Shrine,Q135041488,Karakunino- Shrine.xml
Karakuri Shrine,Q135070107,Karakuri Shrine.xml
Karakuri Shrine (Q135070106),Q135070106,Karakuri Shrine (Q135070106).xml
Karasaki Shrine (Q135193743),Q135193743,Karasaki Shrine (Q135193743).xml
Karasu Shrine,Q135186444,Karasu Shrine.xml
Karatachi Shrine,Q135040593,Karatachi Shrine.xml
Karinono Shrine,Q135040515,Karinono Shrine.xml
Karita Shrine,Q134892535,Karita Shrine.xml
Karitahikono Shrine,Q135040070,Karitahikono Shrine.xml
Karitahimeno Shrine,Q135040071,Karitahimeno Shrine.xml
Karitamineno Shrine,Q135039983,Karitamineno Shrine.xml
Karonono Shrine,Q135039811,Karonono Shrine.xml
Karukomuranimasu Shrine,Q54153276,Karukomuranimasu Shrine.xml
Karuno Shrine,Q119929619,Karuno Shrine.xml
Karuno Shrine (Iwakura),Q135193541,Karuno Shrine (Iwakura).xml
Karuno Shrine (Kano),Q135193540,Karuno Shrine (Kano).xml
Karuno Shrine (Q135193619),Q135193619,Karuno Shrine (Q135193619).xml
Karuno Shrine (Q135193620),Q135193620,Karuno Shrine (Q135193620).xml
Kasaharano Shrine,Q135039936,Kasaharano Shrine.xml
Kasahayano Shrine,Q135040219,Kasahayano Shrine.xml
Kasamano Shrine,Q135040254,Kasamano Shrine.xml
Kasamano Shrine (Q135040284),Q135040284,Kasamano Shrine (Q135040284).xml
Kasami Shrine,Q11398477,Kasami Shrine.xml
Kasano Shrine,Q135194824,Kasano Shrine.xml
Kasano Shrine (Kaga Province),Q135069932,Kasano Shrine (Kaga Province).xml
Kasano Shrine (Q135069927),Q135069927,Kasano Shrine (Q135069927).xml
Kasano Shrine (Q135069931),Q135069931,Kasano Shrine (Q135069931).xml
Kasano Shrine (Q135194830),Q135194830,Kasano Shrine (Q135194830).xml
Kasano Shrine (Q135194831),Q135194831,Kasano Shrine (Q135194831).xml
Kasanono Shrine,Q135040299,Kasanono Shrine.xml
Kasayano Shrine,Q135039703,Kasayano Shrine.xml
Kasechino Shrine,Q135039317,Kasechino Shrine.xml
Kashihahimeno Shrine,Q135041377,Kashihahimeno Shrine.xml
Kashihara- Shrine,Q135040339,Kashihara- Shrine.xml
Kashikuri Shrine,Q11398800,Kashikuri Shrine.xml
Kashima Amatarashi Wake Shrine,Q11677110,Kashima Amatarashi Wake Shrine.xml
Kashima Amatarashiwake Shrine,Q20043641,Kashima Amatarashiwake Shrine.xml
Kashima Miko Shrine (Q11677124),Q11677124,Kashima Miko Shrine (Q11677124).xml
Kashima Onata Shrine,Q11677158,Kashima Onata Shrine.xml
Kashima Onata Shrine (Q135194329),Q135194329,Kashima Onata Shrine (Q135194329).xml
Kashima Shrine,Q135195015,Kashima Shrine.xml
"Kashima Shrine (Kunimi, Date District)",Q135194335,"Kashima Shrine (Kunimi, Date District).xml"
"Kashima Shrine (Oda, Fukushima City)",Q135194333,"Kashima Shrine (Oda, Fukushima City).xml"
"Kashima Shrine (Okajima, Fukushima City)",Q135194334,"Kashima Shrine (Okajima, Fukushima City).xml"
Kashima Shrine (Q135039996),Q135039996,Kashima Shrine (Q135039996).xml
Kashima Shrine (Q135040000),Q135040000,Kashima Shrine (Q135040000).xml
