QID,Page
Q135186318,Kamigaki Shrine
Q125122761,Kamigami
Q700448,Kamigamo Shrine
Q11359018,Kamigoryō Shrine
Q97190927,Kamiimai Katori Shrine
Q135039990,Kamiishino Shrine
Q11358960,Kamikawa Shrine
Q106106971,Kamikikikatsu
Q11588748,Kamikura Shrine
Q135193391,Kamimakita Mukuge Shrine
Q135070170,Kamimateinochi Shrine
Q135186161,Kamimura Shrine (former site)
Q3275901,Kamimusubi
Q135098970,Kaminari Mihashira Shrine
Q11359424,Kamine Futagozuka Kofun Group
Q135041202,Kamineno Shrine
Q135039802,Kaminifukahano Shrine
Q135195209,Kamino Shrine (current site)
Q135039648,Kamino- Shrine
Q59282633,Kaminomura Shrine
Q11358865,Kaminoyama Onsen
Q17990203,Kamisamuraizuka Kofun
Q135070201,Kamishima Shrine
Q135041231,Kamishimano Shrine
Q135070132,Kamishiro Shrine
Q135194918,Kamisugi Izumuhime Shrine
Q104061132,Kamitani-Tachi-no-Miya
Q11359572,Kamitsu Unakami no Kuni Miyatsuko
Q11359471,Kamitsuke no Kuni no Miyatsuko
Q11547765,Kamitsukeno clan
Q45828852,Kamitsukeno no Hirohito
Q55406951,Kamitsukeno no Michiji
Q11359475,Kamitsukeno no Tamichi
Q55406948,Kamitsukeno no Wakatoko
Q135192641,Kamitsuma Shrine
Q3545159,Kamiumi
Q130455347,Kamiyama No. 2 Kofun
Q135186409,Kamiyama Shrine
Q125317286,Kamiyo Ame Candy
Q3275893,Kamiyonanayo
Q73111790,Kamo Akimasa
Q2975287,Kamo clan
Q1343397,Kamo no Mabuchi
Q11634934,Kamo no Mitsuyoshi
Q55809532,Kamo no Okimi
Q11634938,Kamo no Tadayuki
Q27218,Kamo River
Q135039165,Kamo Shrine
Q11398885,Kamo Shrine (disambiguation)
Q17226778,Kamo Shrine (Imizu)
Q17226771,Kamo Shrine (Ise)
Q135040291,Kamo Shrine (Q135040291)
Q135041288,Kamo Shrine (Q135041288)
Q135069914,Kamo Shrine (Q135069914)
Q135070168,Kamo Shrine (Q135070168)
Q135070224,Kamo Shrine (Q135070224)
Q135070332,Kamo Shrine (Q135070332)
Q135194975,Kamo Shrine (Q135194975)
Q135195211,Kamo Shrine (Q135195211)
Q11634948,Kamo Shrine (Sendai City)
Q131584091,Kamo Shrine (Tottori Nanbu)
Q135185440,Kamo Shrine Remains
Q11398661,Kamo Shrine (Q11398661)
Q1306606,Kamo shrines
Q11675614,Kamo Tsuba Shrine
Q135179289,Kamo Yamaguchi (Sawada) Shrine
Q11634943,Kamo-wake-ikazuchi-no-Kami
Q66085127,Kamo-Ōkami-miko-kami-nushi-tama Shrine
Q246463,Kamochi Shrine
Q135070272,Kamogami Shrine
Q135070276,Kamogami Shrine (Q135070276)
Q135045395,Kamohara Shrine
Q11675604,Kamo Shrine (Q11675604)
Q135041142,Kamonahino Shrine
Q135098878,Kamono Shrine
Q135039432,Kamono Shrine (Q135039432)
Q135039440,Kamono Shrine (Q135039440)
Q135039667,Kamono Shrine (Q135039667)
Q135041197,Kamono Shrine (Q135041197)
Q135041213,Kamono Shrine (Q135041213)
Q135041214,Kamono Shrine (Q135041214)
Q135041305,Kamono Shrine (Q135041305)
Q135038775,Kamonohanino Shrine
Q135038782,Kamonokahāhini Shrine
Q135041054,Kamori Shrine
Q17226760,Kamoshimo Shrine
Q135039141,Kamotakatano Shrine
Q11634939,Kamotaketsunumi no Mikoto
Q135038783,Kamowokamotono Shrine
Q60988459,Kamo Yamaguchi Shrine
Q135038774,Kamoyamaguchino Shrine
Q135041116,Kamubeno Shrine
Q135040215,Kamuhano Shrine
Q135038811,Kamuharano- Shrine
Q135038837,Kamuhatano Shrine
Q135039684,Kamuheno Shrine
Q135039697,Kamuheno Shrine (Q135039697)
Q135098975,Kamuheno Shrine (Q135098975)
Q135038752,Kamukahano Shrine
Q135039313,Kamukakino Shrine
Q11590432,Kamukushi no Mikoto
Q135040334,Kamumeitsukino- Shrine
Q86725467,Kamuna'obi
Q135040542,Kamunahino Shrine
Q11398722,Kamunazuka Kofun
Q135040528,Kamuno Shrine
Q135195210,Kamuno Shrine former site
Q135041391,Kamunono Shrine
Q135040493,Kamunono Shrine (Q135040493)
Q11588867,Kamuo Ichihime
Q135040955,Kamuohonamochimikono Shrine
Q11589461,Kamuro-yama
Q135040725,Kamurono Shrine
Q135039190,Kamusakino Shrine
Q135039267,Kamusakino Shrine (Q135039267)
Q135039396,Kamusakino Shrine (Q135039396)
Q135041384,Kamusakino Shrine (Q135041384)
Q135270136,Kamusakino Shrine (Q135270136)
Q135040210,Kamusohino Shrine
Q135040330,Kamusukinoitsumuhimeno Shrine
Q135041107,Kamutano Shrine
Q135040286,Kamutano Shrine (Q135040286)
Q135040507,Kamutano Shrine (Q135040507)
Q135270353,Kamutano Shrine (Q135270353)
Q135040383,Kamutono Shrine
Q135040663,Kamutono Shrine (Q135040663)
Q135039546,Kamutsuchikamano Shrine
Q3275872,Kamuy
Q618113,Kamuy-huci
Q11588756,Kamuyaimimi
Q11621339,Kamō Hachiman Shrine
Q11621340,Kamō Hachiman Shrine (Aira)
Q11621338,Kamō Hachiman Shrine (Kitakyushu)
Q11621332,Kamō no Kusu
Q3120766,Kan'ei-ji
Q22816396,Kan'i Sōtō Table (Yōrō Ritsuryō1)
Q135194925,Kan-no-Me Shrine
Q11378351,Kana Calendars
Q11646497,Kana Moritomo
Q135193248,Kana Zakura Shrine
Q55523295,Kanakurayama Kofun
Q11647294,Kanamori Shigeyori
Q135038954,Kanamurano Shrine
Q135193246,Kanasakura Shrine
Q135193246,Kanasakura Shrine (Q135193246)
Q135039689,Kanasakurano Shrine
Q11647974,Kanasana Shrine
Q11647976,Kanasana Shrine (disambiguation)
Q11646498,Kanasashi clan
Q135040965,Kanasukino Shrine
Q11646971,Kanayama Kofun
Q4387856,Kanayama-hiko and Kanayama-hime
Q135194823,Kanayama-hiko Shrine
Q135039114,Kanayamahikono Shrine
Q135039115,Kanayamahimeno Shrine
Q135041557,Kanayamano Shrine
Q11647310,Kanazakura Shrine
Q135069489,Kanazakura Shrine (Kai Province)
Q135069485,Kanazakura Shrine (Q135069485)
Q135193249,Kanazakura Shrine (Q135193249)
Q135069491,Kanazakura Shrine (Yamanashi district)
Q11647381,Kanazawa Gosha
Q103950200,Kanazuka Kofun
Q11588802,Kanbara Shrine
Q3192663,Kanbashira-gū
Q11589711,Kanbe (social class)
Q11590193,Kanbe Kotachi Shinmeisha
Q135193241,Kanbe Shrine
Q135193242,Kanbe Shrine (Q135193242)
Q717682,Kanda Shrine
Q135194806,Kanda Shrine (Hakusan City)
Q135194808,Kanda Shrine (Kanazawa City)
Q135193479,Kanda Shrine (Oaza Fumon)
Q135194816,Kanda Shrine (Q135194816)
Q135186710,Kandate Iino Takaichi Shrine
Q135069242,Kandate Iino Takaichi Shrine Co-Enshrinement
Q135186612,Kandate Shrine
Q135195013,Kando Shrine
Q11647043,Kanegasaki-gū
Q135039533,Kaneno Shrine
Q135270307,Kaneno Shrine (Q135270307)
Q11565493,Kangō Shrine
Q135186223,Kanhatorihatadono Shrine
Q135187273,Kanira Shrine
Q135040966,Kanisanakino Shrine
Q130240468,Kanizawa Kofun
Q30925247,Kanjo Nawa
Q3215260,Kanjō
Q11545320,Kangi-in
Q135098868,Kankosahino Shrine
Q65247993,Kanmaki Kudo Kofun Cluster
Q135194399,Kanmine Shrine (Haramachi Ward)
Q119303611,Kanmizu no Kake Odori
Q11395055,Kanmuri Inari Shrine
Q135041087,Kanmusuhitamano- Shrine
Q11588874,Kannabi
Q11264556,Kannagi (Shinto)
Q135038807,Kannahino Shrine
Q11255045,Kannamesai Festival
Q6364021,Kannazuki
Q135070328,Kanno Shrine (Kagawa)
Q135070328,Kanno Shrine (Q135070328)
Q7259245,Kannon
Q3192708,Kannon-in
Q11630661,Kannon-in (Okaya City)
Q17990293,Kannondaira-Tenjindō Kofun Group
Q11630595,Kannonzuka Kofun
Q60523,Kannushi
Q17225745,Kano Shrine
Q1078415,Kanoe (庚)
Q1078450,Kanoto (辛)
Q11452096,Kanpō (Japanese government gazette)
Q135039831,Kansaki Shrine
Q11481906,Kanshihyō
Q135040302,Kanshiro Shrine
Q135041049,Kanshirono Shrine
Q122375889,Kansu-zuka Kofun
Q135040964,Kantamaihotoshino Shrine
Q135040954,Kantamainochinushino Shrine
Q135040976,Kantamaitsunohimeno Shrine
Q135041074,Kantamakotsunotama Shrine
Q135040953,Kantamamikono Shrine
Q135040977,Kantamano Shrine
Q135040292,Kantano Shrine
Q135039789,Kantano Shrine (Q135039789)
Q17225472,Kanumi Shrine
Q135038931,Kanwokano Shrine
Q11589659,Kanzaki Manor
Q11613536,Kanzan-ji Temple
Q135020550,Kara Shrine
Q135039342,Karahino Shrine
Q135041046,Karakamano Shrine
Q48762570,Karakuni Shrine
Q135040666,Karakuni Shrine (Q135040666)
Q135041051,Karakuniitatematsuruno Shrine
Q135040786,Karakuniitateno Shrine
Q135040908,Karakuniitateno Shrine (Q135040908)
Q135040960,Karakuniitateno Shrine (Q135040960)
Q135041044,Karakuniitateno Shrine (Q135041044)
Q135041488,Karakunino- Shrine
Q135070107,Karakuri Shrine
Q135070106,Karakuri Shrine (Q135070106)
Q3192940,Karamon
Q17990243,Karanogosho Yokoanabo
Q11418537,Karasaki Shrine
Q135193743,Karasaki Shrine (Q135193743)
Q11418605,Karasawayama Shrine
Q120336421,Karashima Clan
Q135186444,Karasu Shrine
Q135040593,Karatachi Shrine
Q11418587,Karatoyama Kofun
Q11637613,Kariguri Ōtsuka Kofun
Q135040515,Karinono Shrine
Q135040070,Karitahikono Shrine
Q135040071,Karitahimeno Shrine
Q134892535,Karita Shrine
Q135039983,Karitamineno Shrine
Q135039811,Karonono Shrine
Q135193541,Karuno Shrine (Iwakura)
Q135193540,Karuno Shrine (Kano)
Q135193619,Karuno Shrine (Q135193619)
Q135193620,Karuno Shrine (Q135193620)
Q11398475,Kasado Shrine
Q135039936,Kasaharano Shrine
Q135040219,Kasahayano Shrine
Q704876,Kasama Inari Shrine
Q135040254,Kasamano Shrine
Q135040284,Kasamano Shrine (Q135040284)
Q11398477,Kasami Shrine
Q135194824,Kasano Shrine
Q135069932,Kasano Shrine (Kaga Province)
Q135069927,Kasano Shrine (Q135069927)
Q135069931,Kasano Shrine (Q135069931)
Q135194830,Kasano Shrine (Q135194830)
Q135194831,Kasano Shrine (Q135194831)
Q135040299,Kasanono Shrine
Q11599947,Kasanuimura
Q135039703,Kasayano Shrine
Q135039317,Kasechino Shrine
Q135041377,Kashihahimeno Shrine
Q11445218,Kashihara Archaeological Institute
Q710333,Kashihara Shrine
Q135040339,Kashihara- Shrine
Q631373,Kashii-gū
Q11635085,Kashiko-dokoro
Q131912992,Kashiko-dokoro Mikagura
Q11635084,Kashiko-dokoro Riding Car
Q11677110,Kashima Amatarashi Wake Shrine
Q20043641,Kashima Amatarashiwake Shrine
Q706499,Kashima Jingū
Q17223553,Kashima Miko Shrine (Ishinomaki)
Q135195015,Kashima Shrine
Q28687197,Kashima Shrine (Fukushima)
Q135194335,"Kashima Shrine (Kunimi, Date District)"
Q135194333,"Kashima Shrine (Oda, Fukushima City)"
Q135194334,"Kashima Shrine (Okajima, Fukushima City)"
Q135039996,Kashima Shrine (Q135039996)
Q135040000,Kashima Shrine (Q135040000)
Q135069590,Kashima Shrine (Q135069590)
Q135069647,Kashima Shrine (Q135069647)
Q135069663,Kashima Shrine (Q135069663)
Q135069862,Kashima Shrine (Q135069862)
Q135194332,"Kashima Shrine (Toriyano, Fukushima City)"
Q135194327,"Kashima Shrine (Yoshida-saku, Watari Town, Watari District, Miyagi Prefecture)"
Q11677154,Kashima Shrines
Q135194316,Kashima Tenashiwake Shrine
Q135194319,Kashima Tenashiwake Shrine (Q135194319)
Q135039994,Kashima-Itsunohikeno Shrine
Q706499,Kashima Jingu
Q135039995,Kashimawonatano Shrine
Q135039121,Kashinashino Shrine
Q11533858,Kashiwa Shrine
Q11612414,Kashiwade no Oiratsume
Q22118267,Kashiya Yokoanabos
Q6374869,Kasuga Gongen Genki E
Q11513629,Kasuga Mandalas
Q11513590,Kasuga Mukaiyama Kofun
Q11088801,Kasuga no Iratsume
Q135040125,Kasuga Shrine
Q11513660,Kasuga Shrine (Inabe)
Q11513666,Kasuga Shrine (Kasuga)
Q11513659,Kasuga Shrine (Kitakyūshū)
Q135041146,Kasuga Shrine (Q135041146)
Q135068885,Kasuga Shrine (Q135068885)
Q135069108,Kasuga Shrine (Q135069108)
Q135069130,Kasuga Shrine (Q135069130)
Q135069920,Kasuga Shrine (Q135069920)
Q135070057,Kasuga Shrine (Q135070057)
Q135070319,Kasuga Shrine (Q135070319)
Q135190257,Kasuga Shrine (Q135190257)
Q135193662,Kasuga Shrine (Q135193662)
Q135194511,Kasuga Shrine (Q135194511)
Q135194563,Kasuga Shrine (Q135194563)
Q135194673,Kasuga Shrine (Q135194673)
Q135194697,Kasuga Shrine (Q135194697)
Q135194755,Kasuga Shrine (Q135194755)
Q11513677,Kasuga Shrine (Seki)
Q10855012,Kasuga Shrine (Tanba-Sasayama)
Q11513665,Kasuga Shrine (Tokushima)
Q11513662,Kasuga Shrine (Ōita)
Q10855011,Kasuga Shrines
Q135069921,Kasuga- Shrine
Q11088805,Kasuga-no-Kami
Q135069551,Kasuga-sha (Higashi-Beppu)
Q714559,Kasuga-taisha
Q3193781,Kasuga-zukuri
Q11513674,"Kasuga Shrine (Shimizu, Ibaraki, Osaka)"
Q103944478,Kasugayama Kofun Cluster (Ōtsu)
Q5367406,Kasugayama Primeval Forest
Q135098881,Kasukaheno-Mikono Shrine
Q135040273,Kasukamino Shrine
Q135039272,Kasuyano Shrine
Q135039902,Kataakatatsuno Shrine
Q17228121,Katada Shrine
Q11504365,Katagatatsu Shrine
Q135194735,Katagishi Shrine
Q135039576,Kataharano Shrine
Q135041182,Kataheno Shrine
Q135040235,Katakishino Shrine
Q15149847,Katakura clan
Q60995918,Katakurabe no Mikoto
Q11455406,Katakurokushin
Q135041280,Katamaneno Shrine
Q11504380,Katamigae Shrine
Q172736,Katana
Q11569554,Katano Shrine
Q135041102,Katano Shrine (Q135041102)
Q11374034,Katano Tenjin Shrine
Q135186659,Kataoka Shrine
Q28682738,Kataoka Shrine (Yoshida)
Q135186659,Kataoka Shrine (Q135186659)
Q135194672,Katashiba Shrine
Q135040171,Katashihano Shrine
Q11487867,Katashiro
Q135039644,Katasukano- Shrine
Q135186086,Katata Shrine
Q11504378,Katatagae
Q11569577,Katayama Hachiman Shrine
Q11569609,Katayama Hiko Shrine
Q55522721,Katayama Shrine
Q43594929,Katayama Shrine (Kameyama)
Q135069348,Katayama Shrine (Q135069348)
Q119929653,Katayama Shrine (Suita)
Q135069347,Katayamahachiman Shrine
Q135039520,Katayamano Shrine
Q135039527,Katayamano Shrine (Q135039527)
Q135039827,Katayamano Shrine (Q135039827)
Q135270145,Katayamano Shrine (Q135270145)
Q135038787,Katayamanomikono Shrine
Q17219645,Katomboyama Kofun
Q135038978,Katono- Shrine
Q372380,Katori Jingū
Q135194426,Katori Omiko Shrine
Q372380,Katori Jingu
Q135069631,Katori Shrine
Q11667187,Katori Shrines
Q135069628,Katorigo Shrine
Q135040002,Katoriitsuno- Shrine
Q135040028,Katoshimikokamino Shrine
Q135194424,Katoshimikokamino Shrine (Co-Enshrinement)
Q11400513,Katsube Shrine
Q135192779,Katsugumi Shrine
Q1736808,Katsura Imperial Villa
Q11620908,Katsuragi clan
Q11620885,Katsuragi Hitokotonushi Shrine
Q22118306,Katsuragi Mikumari Shrine
Q11620955,Katsuragi Mitoshi Shrine
Q11620893,Katsuragi no Kuni no Miyatsuko
Q11620953,Katsuragi Shitori niimasu Amenohaikazuchi no Mikoto Shrine
Q135038953,Katsuragi-shitori-niimasuameno-hatsuchino-mikoto Shrine
Q135038955,Katsuragimiagatano Shrine
Q18991490,Katsurakio Shrine
Q135099017,Katsurakihimeno Shrine
Q135039139,Katsurano Shrine
Q135041169,Katsurano- Shrine
Q11621087,Katsushika Shrine
Q11396254,Kattamine Shrine
Q11400268,Katsuyama Date
Q11400243,Katsuyama Sagicho
Q65249271,Kattamine Shrine (Katta-dake)
Q11400330,Katte Shrine
Q1037421,Katōmado
Q135070023,Kawabe Hachiman Shrine
Q135186567,Kawabe Shrine
Q135186574,Kawabe Shrine (Q135186574)
Q11479328,Kawabe-Takamori Kofun Cluster
Q96714020,Kawachi no Joō
Q105711449,Kawachi no Ōkimi (Late Nara period)
Q135195178,Kawachi Shrine
Q17209039,Kawachi-no-Mikoto
Q97196199,Kawada Kofun Cluster
Q135193537,Kawageta Shrine
Q11553669,Kawaguchi Sengen Shrine
Q3194327,Kawahara Shrine
Q17209213,Kawahara Shrine (Kiyosu)
Q135195146,Kawai Shrine
Q135068711,Kawai Shrine (Shimogamo Shrine Keidai-Sessha)
Q17227934,Kawai Ōtsukayama Kofun
Q21699496,Kawakami Kunihiko
Q135070259,Kawakami Shrine
Q135070260,Kawakami Shrine (Awaji Province)
Q135070262,Kawakami Shrine (Tsuna district)
Q11477520,Kawakami Yamawaka Hachiman Shrine
Q135186649,Kawamata Shrine
Q135186649,Kawamata Shrine (Q135186649)
Q135186650,Kawamata Shrine (Q135186650)
Q135186652,Kawamata Shrine (Q135186652)
Q135186654,Kawamata Shrine (Q135186654)
Q135186655,Kawamata Shrine (Q135186655)
Q135186656,Kawamata Shrine (Q135186656)
Q79044895,Kawaminami Gokoku Shrine
Q123221104,Kawaminami Kofun Cluster
Q11553642,Kawara Shrine
Q17228197,Kawara Shrine (Geku)
Q17209232,Kawarabuchi Shrine
Q17209206,Kawara Shrine (Naiku)
Q135039345,Kawarano Shrine
Q135040525,Kawarano Shrine (Q135040525)
Q11574186,Kawarazuka Kofun
Q109369286,Kawarazuka Kofun Group
Q123407867,Kawashimo Shrine
Q134926912,"Kawashimo Shrine (Hakodate, Nezaki Town)"
Q84978067,Kawasukune Shrine
Q66085130,Kawasukune Shrine (Shibukawa)
Q66085131,Kawasukune Shrine (Higashiagatsuma)
Q11479133,Kawasuso Festival
Q11479034,Kawata Shrine
Q11479035,Kawata Shrine (Koka)
Q135193501,Kawata Shrine (Tonmiya Village)
Q132449332,Kawauchi Hachimangu Shrine Festival
Q11477816,Kawawa Shrine
Q11478935,Kawayu Onsen (Hokkaido)
Q135186197,Kawazoe Shrine
Q8191878,Kaya-no-hime
Q4168118,Kaya-no-in
Q11294873,Kayanarumi no Kami
Q135039011,Kayanarumino Shrine
Q135270113,Kayanarumino Shrine (Q135270113)
Q135069116,Kayorunarubiinochi Shrine
Q135194696,Kazahaya Shrine
Q11665488,Kazahinomi-no-Miya
Q11665489,Kazahinomi-no-Miya Arson Incident
Q113207672,Kazama clan
Q17223476,Kazama Shrine
Q11665463,Kaze-no-Miya
Q241734,Kazoku
Q135070313,Kazunasaitomiso Shrine
Q11360037,Kazusa-bori method
Q11632314,Kego Shrine
Q135040689,Kehi Shrine (Q135040689)
Q116980229,Kei (ritual gong)
Q131288332,Keiji Gokoku Shrine
Q10855232,Keijō Shrine
Q135069366,Keikō Tennō Shrine
Q11499585,Keiman Shrine
Q135069874,Keisenasaooshima Shrine
Q135070287,Ken Shrine
Q2392596,Ken'ichi Tanigawa
Q1396078,Kenchō-ji
Q11387225,Kenda Suga Shrine
Q1738727,Kenemu
Q11571102,Kengoshizuka Kofun
Q167136,Kengun Shrine
Q20041189,Keninoyama Tarine
Q3195151,Kenkun Shrine
Q1632718,Kenmet (Decan)
Q1738774,Kenmet (Egyptian mythology)
Q11665110,Kenmitsu System
Q11542344,Kenmon System Theory
Q11581472,Kenmotsu
Q826021,Kenmu Restoration
Q1440954,Kennin-ji
Q20044158,Kenpuku-ji
Q11547735,Kenukigata-tachi
Q1185140,Keratuten
Q135040009,Kesemano Shrine
Q135040014,Kesemaohoshimano Shrine
Q135194377,Kesenma Ōshima Shrine
Q135194763,Keta Mikogami Shrine
Q11548073,Keta Shrine
Q17220808,Keta Shrine (Toyooka)
Q11129340,Keta Taisha
Q3195586,Keta Wakamiya Shrine
Q11548072,Keta-hongū
Q135040269,Ketamikono Shrine
Q135040243,Ketanino Shrine
Q135194747,Ketaniya Kokuryū Shrine
Q135039507,Ketsurikurino Shrine
Q135039017,Ketsuwakino Shrine
Q135194249,Keyakihara Shrine
Q137808430,Keyhole-shaped tumulus
Q1070110,Khenti-khet
Q11605010,Ki no Ōtoko
Q135194739,"Kibe Shrine (Harue Town, Sakai City)"
Q135194740,"Kibe Shrine (Sakai Town, Sakai City)"
Q11412645,Kibi clan
Q11412646,Kibi Clan Rebellion
Q1063276,Kibi no Makibi
Q18226257,Kibi no Takehiko
Q6404043,Kibitsu Shrine
Q6404042,Kibitsu Shrine (Bingo)
Q135197968,Kibitsu Shrine Keidai-sha
Q3196321,Kibitsu-zukuri
Q500763,Kibitsuhiko Shrine
Q65318,Kibitsuhiko-no-mikoto
Q11414213,Kibiya clan
Q11419225,Kida Sadakichi
Q11518415,Kido River (Chiba)
Q276779,Kifune Shrine
Q11634813,Kifune Shrine (Hida City)
Q11634812,"Kifune Shrine (Manazuru, Kanagawa)"
Q11634810,Kifune Shrine (Ogaki)
Q135194405,Kifune Shrine (Q135194405)
Q11634814,Kifune Shrine (Seki City)
Q135197704,Kifusa Shrine
Q11588473,Kigan-sho
Q11604982,Kigensetsu
Q135040240,Kiheno Shrine
Q712824,Kibitsu Shrine (Bitchū)
Q11604953,Kii no Kuni no Miyatsuko
Q1053290,Kii Peninsula
Q11604964,Kii Zoku Fudoki
Q11604965,Kiiji
Q93651,Kijimuna
Q135041118,Kikamino Shrine
Q135040604,Kikiheno Shrine
Q94317,Kikuchi Shrine
Q11619834,Kikuchi Shrine (disambiguation)
Q11619835,Kikuchi Shrine (Fukuoka)
Q11677412,Kikujin robe
Q28578238,Kilnwork
Q135040779,Kimachino Shrine
Q11092833,Kimata-no-Kami
Q39078946,Kimi (kabane)
Q81534,Kimigayo
Q10918482,Kimitezuri
Q11673539,Kimon
Q11611486,Kimotsuki clan
Q11647330,Kin Kannon-ji
Q11647322,Kin-gū
Q11647032,Kinbō Shrine
Q17211679,Kinegamori Kofun
Q135039225,Kineno Shrine
Q135039247,Kineno Shrine (Q135039247)
Q118906710,Kinensai
Q135069502,Kineshou Shrine
Q135069503,Kineshou Shrine (Kai Province)
Q11634797,Kinetsuya Shrine
Q2975212,King of Na gold seal
Q1408698,King's Festival Calendar
Q1155128,Kingdom of Kibi
Q270983,Kinkaku-ji
Q11647990,Kinkaku-ji arson incident
Q1156194,Kinoe (甲)
Q11296898,Kinomiya Faith
Q11523682,Kinomiya Shrine
Q11426141,Kinosaki Onsen
Q3082868,Kinoto (乙)
Q132737551,Kinouchi Temple Ruins
Q11426287,Kinowa Shrine
Q119929592,Kinpei-sha
Q135195066,Kinpu Shrine
Q135195066,Kinpu Shrine (Q135195066)
Q11647036,"Kinpō Shrine (Mino, Gifu)"
Q11647033,Kinpō Shrine (Nikaho City)
Q11647959,Kinreizuka Kofun
Q136731942,Kinri Koban
Q135069362,Kinshin Shrine
Q135069364,Kinshinshakyuuseki
Q135040045,Kinutateno Shrine
Q11591162,Kinyakurumazuka Kofun
Q55523137,Kinzaki Kofun Cluster
Q135195060,Kirihara Ishibe Shrine (Teradomari)
Q135195059,Kirihara Isobe Shrine (Kamigiri)
Q135069994,Kiriharaishibe Shrine
Q135069995,Kiriharaishibe Shrine (Echigo Province)
Q135040440,Kiriharano Shrine
Q135040627,Kiriharano Shrine (Q135040627)
Q3197362,Kirime Ōji Shrine
Q135040635,Kirinono Shrine
Q135070354,Kirishima Higashi Shrine
Q704622,Kirishima Jingū
Q11660872,Kirishima Rokusha Gongen
Q704622,Kirishima Jingu
Q135041487,Kirishimano Shrine
Q28682544,Kirizansho
Q13308575,Kirizuma-style
Q135195353,Kiri‑hara Shrine
Q135039403,Kirutano Shrine
Q11594694,Kisaichi Maruyama Kofun
Q28682729,Kisa Shrine
Q11413133,Kishibe Tile Kiln Site
Q135041292,Kishikahano Shrine
Q135070257,Kishikawa Shrine
Q11413131,Kishimai
Q135039288,Kishino Shrine
Q135039376,Kishino Shrine (Q135039376)
Q11475809,Kishiwada Danjiri Festival
Q1072062,Kiso Mountains
Q2646981,Kisshōten
Q135041101,Kisukino Shrine
Q13257020,Kisumimi
Q11403899,Kitaakitsu Yokoanabo Cluster
Q683792,Kitabatake Chikafusa
Q11403853,Kitabatake clan
Q11403863,Kitabatake Shrine
Q11403959,Kitadate Shrine
Q11401286,Kitaguchi Hongū Fuji Sengen Shrine
Q1131013,"Kitakatsuragi District, Nara"
Q135193729,Kitano Shrine
Q11404276,Kitano Tenjinsha
Q11404278,Kitano Tenjinsha (Konan)
Q11404275,Kitano Tenjinsha (Tokorozawa)
Q135193332,Kitano Tenjinsha sessha
Q662176,Kitano Tenmangū
Q11401505,Kitaoka Shrine
Q92840507,Kitaoka Ōtsuka Kofun
Q11401352,Kitaotani Kofun
Q11404090,Kitaya Inari Shrine
Q85877306,Kitayama Chausuyama Kofun
Q22118520,Kitayama Kofun
Q103982897,Kitazuka Kofun
Q846393,Kitora Tomb
Q60988838,Kitsui Shiroyama Kofun
Q135195246,Kitsumi Shrine
Q11544292,Kitsumoto Shrine
Q135186236,"Kitsune Mound (Ōta, Ueno Village)"
Q3197608,Kitsunebi
Q107298212,Kitsuneizuka Kofun
Q17990344,Kitsuneyama Kofun
Q11571377,Kitsunezuka Kofun
Q122790348,Kitsunezuka Kofun (Kyoto City)
Q11426120,Kiyama Shrine
Q221716,Kiyomizu-dera
Q17213398,Kiyonoiba Shrine
Q135039269,Kiyonowihano Shrine
Q135186131,Kiyonowihano Shrine former site
Q11561325,Kiyotaki Shrine
Q11560641,Kiyotosaku Yokoanabos
Q3096508,Ko-Shintō
Q11461875,Kobayashi Yukio
Q11589709,Kobe (disambiguation)
Q135185299,Kobe Shrine
Q135185301,Kobe Shrine (Sugaru Shrine)
Q124333698,Kobe Site
Q11590168,Kobe Suitengū
Q11672548,Kochi Gokoku Shrine
Q11460737,Kodairazawa Kofun
Q55527822,Kodaishi-yama
Q109594446,Kodamahiko-no-Mikoto
Q24876700,Kodanaka Kofun Group
Q135193641,Koe Shrine (Ebie)
Q11458810,Koetsuga
Q1141225,Kofun
Q11411019,Kofun cluster
Q459939,Kofun period
Q3198277,Kogane Shrine
Q11677854,Koganeyama Shrine (disambiguation)
Q11677857,Koganeyama Shrine (Ishinomaki)
Q11677855,Koganeyama Shrine (Miyagi)
Q109359252,Koganezuka No. 2 Kofun
Q135038753,Kogano Shrine
Q135070190,Kogihara Shrine
Q135070191,Kogihara Shrine (Harima Province)
Q531555,Kogo Shūi
Q135069342,Koguchi Shrine
Q11459299,Koguchiyama Kofun
Q135192621,Kogura Shrine
Q135040069,Kohakino Shrine
Q11631218,Kohata Shrine
Q135068833,Kohata Shrine (Gokasho)
Q135068835,Kohata Shrine (Kobata)
Q135039032,Koheno Shrine
Q11447922,Kobimine Shrine
Q85877692,Kohori Kofun Cluster
Q135039620,Kohoriheno Shrine
Q11459112,Koide clan (Negi Daibu)
Q11462258,Koike Otsuka Kofun
Q813031,Kojiki
Q11381504,Koka Method
Q135040041,Kokaneyamano Shrine
Q106852508,Kokawa Ubusuna Shrine
Q11460936,Koki Kofun Cluster
Q11462866,Kokitsunemaru
Q135070037,Kokorozashinunohi Shrine
Q135070152,Kokubun-ji Hekireki Shrine
Q135070152,Kokubunji Hekireki Shrine
