Page Title,Wikidata QID
"Category:Buildings in Katsuragi, Wakayama",Q27499727
Category:Buildings in Kawachinagano,Q27674064
"Category:Buildings in Kawanishi, Hyogo",Q27674082
"Category:Buildings in Kawasaki-ku, Kawasaki",Q28199257
"Category:Buildings in Kazo, Saitama",Q27674009
Category:Buildings in Kazuno,Q27900953
Category:Buildings in Kesennuma City,Q27673924
"Category:Buildings in Kimitsu, Chiba",Q29900600
"Category:Buildings in Kinokawa, Wakayama",Q21057922
"Category:Buildings in Kirishima, Kagoshima",Q21058176
Category:Buildings in Kiryu,Q18726735
"Category:Buildings in Kisarazu, Chiba",Q27674021
"Category:Buildings in Kishiwada, Osaka",Q18724655
"Category:Buildings in Kita-ku, Kobe",Q28467773
"Category:Buildings in Kita-ku, Kyoto",Q28091519
"Category:Buildings in Kita-ku, Nagoya",Q28091638
"Category:Buildings in Kita-ku, Okayama",Q28467767
"Category:Buildings in Kita-ku, Osaka",Q18723685
"Category:Buildings in Kita-ku, Saitama",Q28046998
Category:Buildings in Kitsuki City,Q32660459
"Category:Buildings in Kochi, Kochi",Q18743533
"Category:Buildings in Koka, Shiga",Q27673872
Category:Buildings in Kokura-Kita Ward,Q28467749
Category:Buildings in Kokura-Minami Ward,Q28467748
"Category:Buildings in Kokurakita-ku, Kitakyushu",Q28467749
"Category:Buildings in Komatsu, Ishikawa",Q27674043
"Category:Buildings in Komatsushima, Tokushima",Q27674124
"Category:Buildings in Konan, Aichi",Q24859340
"Category:Buildings in Konohana-ku, Osaka",Q28199226
Category:Buildings in Koriyama,Q18740512
Category:Buildings in Koshu,Q21080572
Category:Buildings in Kotohira Town,Q29352962
"Category:Buildings in Kuki, Saitama",Q27674006
Category:Buildings in Kumamoto Prefecture by Municipality,Q27674203
Category:Buildings in Kurashiki,Q9568084
"Category:Buildings in Kuwana, Mie",Q18726741
"Category:Buildings in Kyotango, Kyoto",Q27829709
Category:Buildings in Maebashi,Q18722406
"Category:Buildings in Maibara, Shiga",Q27829717
"Category:Buildings in Maizuru, Kyoto",Q18737760
"Category:Buildings in Matsumae Town, Hokkaido",Q28108811
Category:Buildings in Matsumoto,Q10048968
"Category:Buildings in Matsusaka, Mie",Q18726623
Category:Buildings in Matsushima Town,Q27900942
Category:Buildings in Matsuzaki Town,Q28696504
Category:Buildings in Mibu Town,Q33132367
"Category:Buildings in Midori Ward, Sagamihara City",Q28199250
"Category:Buildings in Midori-ku, Nagoya",Q28091662
"Category:Buildings in Midori-ku, Saitama",Q28695455
"Category:Buildings in Midori-ku, Yokohama",Q28199308
"Category:Buildings in Miki, Hyogo",Q9540593
"Category:Buildings in Mima, Tokushima",Q27674106
Category:Buildings in Mimasaka City,Q27829814
Category:Buildings in Minabe Town,Q28696132
"Category:Buildings in Minami-ku, Kyoto",Q28091526
"Category:Buildings in Minami-ku, Yokohama",Q28199307
"Category:Buildings in Minamiawaji, Hyogo",Q21057984
"Category:Buildings in Minamichita, Aichi",Q28696497
"Category:Buildings in Minamisoma, Fukushima",Q27900964
"Category:Buildings in Minamiyamashiro, Kyoto",Q114590595
"Category:Buildings in Mino, Gifu",Q28696509
Category:Buildings in Minokamo,Q27674038
"Category:Buildings in Misato Town, Akita Prefecture",Q27900948
"Category:Buildings in Misato, Saitama (city)",Q27673984
"Category:Buildings in Mishima, Shizuoka",Q21057990
"Category:Buildings in Mitaka, Tokyo",Q21058434
"Category:Buildings in Mito, Ibaraki",Q10102030
"Category:Buildings in Mitoyo, Kagawa",Q27829759
"Category:Buildings in Miura, Kanagawa",Q29900629
Category:Buildings in Miyagi Prefecture by Municipality,Q28696258
Category:Buildings in Miyagino Ward,Q28108791
"Category:Buildings in Miyakonojo, Miyazaki",Q21058432
Category:Buildings in Miyama City,Q29900735
Category:Buildings in Miyazaki Prefecture (by Municipality),Q27674200
"Category:Buildings in Miyazu, Kyoto",Q27829695
"Category:Buildings in Miyoshi, Hiroshima",Q27673868
"Category:Buildings in Miyoshi, Tokushima",Q27674105
"Category:Buildings in Mizuho, Gifu",Q28696514
"Category:Buildings in Mobara, Chiba",Q29900593
"Category:Buildings in Moji-ku, Kitakyushu",Q28467746
"Category:Buildings in Mori, Shizuoka",Q83454083
Category:Buildings in Morioka,Q10198315
"Category:Buildings in Moriyama, Shiga",Q18723953
"Category:Buildings in Moriyama-ku, Nagoya",Q28091689
Category:Buildings in Motegi Town,Q33132374
"Category:Buildings in Muko, Kyoto",Q27829694
Category:Buildings in Muroran,Q27673949
Category:Buildings in Nachikatsuura Town,Q28696129
"Category:Buildings in Nada-ku, Kobe",Q27499834
"Category:Buildings in Nagahama, Shiga",Q18741573
"Category:Buildings in Nagaokakyo, Kyoto",Q27829697
"Category:Buildings in Nagareyama, Chiba",Q29900594
Category:Buildings in Nagasaki Prefecture by Municipality,Q27674204
"Category:Buildings in Nagata-ku, Kobe",Q28467770
"Category:Buildings in Naka Ward, Okayama City",Q28467766
"Category:Buildings in Naka-ku, Nagoya",Q18722976
"Category:Buildings in Naka-ku, Yokohama",Q26965488
"Category:Buildings in Nakagyo-ku, Kyoto",Q28091572
"Category:Buildings in Nakanoto, Ishikawa",Q126004227
"Category:Buildings in Nakatsu, Oita",Q27900884
Category:Buildings in Nakatsugawa,Q27673893
"Category:Buildings in Nanao, Ishikawa",Q21057930
"Category:Buildings in Naniwa-ku, Osaka",Q28047032
"Category:Buildings in Nantan, Kyoto",Q27829696
Category:Buildings in Nara Prefecture by Municipality,Q28696231
"Category:Buildings in Narashino, Chiba",Q21057932
Category:Buildings in Nasu Town,Q42300575
Category:Buildings in Nemuro,Q21057941
Category:Buildings in Niigata Prefecture by Municipality,Q28696271
"Category:Buildings in Niihama, Ehime",Q27674101
Category:Buildings in Nikaho,Q30009675
Category:Buildings in Nirasaki,Q27901027
"Category:Buildings in Nishi Ward, Kumamoto City",Q28467761
"Category:Buildings in Nishi-ku, Fukuoka",Q28467738
"Category:Buildings in Nishi-ku, Sakai",Q28467778
"Category:Buildings in Nishi-ku, Yokohama",Q27069665
"Category:Buildings in Nishikyo-ku, Kyoto",Q28091575
"Category:Buildings in Nishinari-ku, Osaka",Q28696976
"Category:Buildings in Nishinomiya, Hyogo",Q14623767
Category:Buildings in Nishinoshima,Q115445449
Category:Buildings in Nishiwaki,Q27900755
"Category:Buildings in Nogata, Fukuoka",Q27900803
Category:Buildings in Nose Town,Q27829587
"Category:Buildings in Numata, Gunma",Q30630163
Category:Buildings in Numazu,Q10121904
"Category:Buildings in Oamishirasato, Chiba",Q29900609
"Category:Buildings in Oda, Shimane",Q21058769
Category:Buildings in Odate,Q27673967
Category:Buildings in Ogaki,Q9611040
Category:Buildings in Oiso Town,Q27901003
"Category:Buildings in Oita, Oita",Q9609698
"Category:Buildings in Ojiya, Niigata",Q29900640
Category:Buildings in Okaya,Q28696531
Category:Buildings in Okayama Prefecture by Municipality,Q27674214
Category:Buildings in Oki Town,Q28696485
Category:Buildings in Okinawa Prefecture by Municipality,Q27674198
"Category:Buildings in Okinawa, Okinawa",Q18727098
"Category:Buildings in Ome, Tokyo",Q21042299
"Category:Buildings in Omiya-ku, Saitama",Q28695446
"Category:Buildings in Ono, Hyogo",Q29900697
Category:Buildings in Onomichi,Q21058042
"Category:Buildings in Osakasayama, Osaka",Q27829649
"Category:Buildings in Osaki, Miyagi",Q27673927
"Category:Buildings in Oshu, Iwate",Q27673960
"Category:Buildings in Ota, Gunma",Q21058798
"Category:Buildings in Otsuki, Yamanashi",Q29900656
"Category:Buildings in Oyamazaki, Kyoto",Q86085332
Category:Buildings in Ozu City,Q21058794
"Category:Buildings in Ritto, Shiga",Q27829714
"Category:Buildings in Sabae, Fukui",Q21080577
Category:Buildings in Saga,Q18722059
"Category:Buildings in Sagae, Yamagata",Q30009678
"Category:Buildings in Saijo, Ehime",Q27829755
"Category:Buildings in Saito, Miyazaki",Q27674157
"Category:Buildings in Sakai, Osaka",Q9606845
"Category:Buildings in Sakai-ku, Sakai",Q28467780
"Category:Buildings in Sakaide, Kagawa",Q21058508
Category:Buildings in Sakata,Q27900959
Category:Buildings in Saku,Q21058512
"Category:Buildings in Sakuragawa, Ibaraki",Q27946783
Category:Buildings in Sakurai,Q28091939
"Category:Buildings in Sakyo-ku, Kyoto",Q28091586
Category:Buildings in Sanmu City,Q29900598
"Category:Buildings in Sano, Tochigi",Q21058505
"Category:Buildings in Sanuki, Kagawa",Q27829763
"Category:Buildings in Sasebo, Nagasaki",Q9565417
"Category:Buildings in Satsumasendai, Kagoshima",Q27674183
"Category:Buildings in Satte, Saitama",Q27900982
Category:Buildings in Seki,Q27673894
"Category:Buildings in Setouchi, Okayama",Q27829821
"Category:Buildings in Settsu, Osaka",Q27674062
Category:Buildings in Shiga Prefecture by Municipality,Q28696253
"Category:Buildings in Shijonawate, Osaka",Q27829614
"Category:Buildings in Shiki, Saitama",Q27674001
"Category:Buildings in Shima, Mie",Q9649889
Category:Buildings in Shimada,Q21058011
Category:Buildings in Shimoda,Q27674036
"Category:Buildings in Shimogyo-ku, Kyoto",Q28091590
Category:Buildings in Shimotsuke City,Q30009691
"Category:Buildings in Shingu, Wakayama",Q28696128
Category:Buildings in Shinjo City,Q30009677
Category:Buildings in Shinkamigoto Town,Q27674171
Category:Buildings in Shinonsen,Q27674079
"Category:Buildings in Shirahama, Wakayama",Q28091987
"Category:Buildings in Shirakawa, Gifu (village)",Q28696508
Category:Buildings in Shiroi City,Q29900596
"Category:Buildings in Shiso, Hyogo",Q18724007
Category:Buildings in Shizuoka Prefecture by Municipality,Q27674225
Category:Buildings in Shonai Town,Q27900955
"Category:Buildings in Showa-ku, Nagoya",Q28199233
"Category:Buildings in Shunan, Yamaguchi",Q32660058
Category:Buildings in Soma City,Q27900963
"Category:Buildings in Soo, Kagoshima",Q27900899
Category:Buildings in Sosa City,Q27900985
"Category:Buildings in Sugito, Saitama",Q27673999
"Category:Buildings in Suita, Osaka",Q9022723
"Category:Buildings in Suma-ku, Kobe",Q28467772
"Category:Buildings in Suminoe-ku, Osaka",Q28199224
"Category:Buildings in Sumiyoshi-ku, Osaka",Q28199221
Category:Buildings in Sumoto,Q21058006
Category:Buildings in Susami Town,Q28696126
Category:Buildings in Suwa,Q21058614
"Category:Buildings in Suzu, Ishikawa",Q27901016
"Category:Buildings in Suzuka, Mie",Q21058618
"Category:Buildings in Sōja, Okayama",Q27829820
Category:Buildings in Tadotsu,Q29352964
"Category:Buildings in Tagajo, Miyagi",Q28696676
Category:Buildings in Tajimi,Q27674039
Category:Buildings in Takaoka,Q18743353
"Category:Buildings in Takarazuka, Hyogo",Q27674075
Category:Buildings in Takasaki,Q18743382
"Category:Buildings in Takashima, Shiga",Q27673870
Category:Buildings in Takayama,Q27674041
Category:Buildings in Taketomi Town,Q27900915
Category:Buildings in Taki Town,Q86336075
Category:Buildings in Tamaki Town,Q27829730
"Category:Buildings in Tamana, Kumamoto",Q32660250
"Category:Buildings in Tanabe, Wakayama",Q28696127
"Category:Buildings in Tanba, Hyogo",Q27900756
"Category:Buildings in Tarumizu, Kagoshima",Q27674182
Category:Buildings in Tateyama Town,Q27901010
"Category:Buildings in Tateyama, Chiba",Q27900989
"Category:Buildings in Tatsuno, Hyogo",Q27900751
Category:Buildings in Tendo City,Q21057965
"Category:Buildings in Tenkawa, Nara",Q28696249
"Category:Buildings in Tennoji-ku, Osaka",Q28047098
"Category:Buildings in Tenri, Nara",Q28696247
"Category:Buildings in Toba, Mie",Q27829729
"Category:Buildings in Tobata-ku, Kitakyushu",Q28467747
Category:Buildings in Tochigi Prefecture by Municipality,Q28696265
"Category:Buildings in Tochigi, Tochigi",Q27674028
Category:Buildings in Tokushima Prefecture by Municipality,Q27674211
Category:Buildings in Tokyo by Municipality,Q28696268
Category:Buildings in Tomakomai,Q27673941
"Category:Buildings in Tome, Miyagi",Q27673956
"Category:Buildings in Tonami, Toyama",Q27901011
"Category:Buildings in Tondabayashi, Osaka",Q21057973
"Category:Buildings in Tono, Iwate",Q27673931
"Category:Buildings in Tosa, Kochi (city)",Q27829735
"Category:Buildings in Tosu, Saga",Q21057968
Category:Buildings in Toyama Prefecture by Municipality,Q27674232
"Category:Buildings in Toyohira-ku, Sapporo",Q28108760
Category:Buildings in Toyonaka,Q18739303
Category:Buildings in Toyooka,Q18739329
Category:Buildings in Toyooka City,Q18739329
Category:Buildings in Tsu,Q10127056
Category:Buildings in Tsukuba,Q9437499
Category:Buildings in Tsuru,Q27901028
"Category:Buildings in Tsuruga, Fukui",Q21058016
"Category:Buildings in Tsushima, Aichi",Q29900680
"Category:Buildings in Tsuzuki-ku, Yokohama",Q28199309
"Category:Buildings in Ube, Yamaguchi",Q9622561
"Category:Buildings in Uda, Nara",Q28696233
Category:Buildings in Ueda,Q27674030
"Category:Buildings in Uji, Kyoto",Q21058841
"Category:Buildings in Uki, Kumamoto",Q27674148
"Category:Buildings in Ukyo-ku, Kyoto",Q28091593
"Category:Buildings in Unnan, Shimane",Q27673845
"Category:Buildings in Unzen, Nagasaki",Q27674176
"Category:Buildings in Uozu, Toyama",Q21058836
Category:Buildings in Wards of Saitama City,Q125995458
Category:Buildings in Wards of Sapporo,Q113996929
Category:Buildings in Wards of Yokohama,Q126485035
"Category:Buildings in Yabu, Hyogo",Q21058038
Category:Buildings in Yahatahigashi Ward,Q28467744
Category:Buildings in Yamagata Prefecture by Municipality,Q28696260
"Category:Buildings in Yamagata, Gifu",Q29900661
"Category:Buildings in Yamagata, Yamagata",Q9633848
Category:Buildings in Yamaguchi Prefecture by Municipality,Q27674212
Category:Buildings in Yamanashi Prefecture by Municipality,Q27674228
"Category:Buildings in Yamashina-ku, Kyoto",Q28467774
"Category:Buildings in Zama, Kanagawa",Q21058989
"Category:Buildings in Zentsuji, Kagawa",Q21080677
Category:Bungeishunju-sponsored awards,Q9658162
Category:Bungeishunjū,Q9658138
Category:Bungo Otomo clan,Q9610638
Category:Bungo Province,Q9246446
"Category:Bungotakada, Ōita",Q15615248
Category:Bunko,Q9657981
Category:Bunkyō,Q6527092
Category:Bunraku,Q8327742
Category:Buraku issue researchers,Q28697590
Category:Burakumin,Q18738607
Category:Bureaucratic organization,Q8327799
Category:Bureaucrats of Japan (1868-1949),Q9669428
Category:Burial monuments and structures,Q6158342
Category:Burial monuments and structures in Japan,Q32081717
Category:Burial mounds,Q28697043
Category:Burials at Aoyama Cemetery,Q24646823
Category:Burials at Tama Cemetery,Q7980338
Category:Bus Stops in Kantō Region,Q18741839
Category:Bus Transportation in Japan,Q9508873
Category:Bus stations in Japan,Q8329795
Category:Bus stops,Q66364646
Category:Bus stops in Japan,Q10157252
Category:Bus transport in Japan,Q8329924
Category:Busan,Q6525906
Category:Buses,Q8811120
Category:Business districts in Japan,Q9676391
