Q17	Japan
Q11675142	Torigoe Hachiman Shrine
Q11675149	Torikoe Shrine
Q11675284	Hōraisan Tōshō-gū
Q11675363	Narumi Hachimangū
Q11675401	Otonashi Shrine
Q11675600	Kamo Shrine (Sakaide)
Q11675602	Kamo Shrine
Q11675603	Kamonaraita Shrine
Q11675604	Kamo Shrine
Q11675614	Kamotsuba Shrine
Q11675632	Kou Hachimangū
Q11675676	Kō Shrine (Konosu)
Q11675698	Usaka Shrine
Q11675718	Udo Shrine
Q11675783	Kōdai-jingū
Q11675799	Kasasagi Morinomiya
Q11675806	Uzurata Shrine
Q11675890	Tsuruichi-sha
Q11675927	Tsuruo Shrine
Q11675940	Tsuruyama Hachimangū
Q11675986	Tsurugamine Hachiman Shrine
Q11675987	Tsurumine Hachiman Shrine
Q11676000	Tsurugane Shrine
Q11676163	Tsurumi Shrine
Q11676164	Tsurumi Shrine (Osaka)
Q11676182	Tsurugaya Hachimangū
Q11676221	Washibara Hachimangū
Q11676235	Washio-atago Shrine
Q11676338	Takāi Shrine (Osaka)
Q11676429	Saginomori Shrine
Q11676453	Ishizukuri Shrine
Q11676849	Kagoshima Gokoku Shrine
Q11676981	Kagoshima Shrine (Tarumizu City)
Q11676983	Kagoshima Shrine
Q11677110	Kashima Amatarashi Wake Shrine
Q11677124	Kashima Miko Shrine
Q11677153	Kashima Shrine
Q11677158	Kashima Onata Shrine
Q11677182	Kashima Shrine (Shinagawa-ku)
Q11677210	Kaehime Shrine
Q11677253	Rokuon Shrine
Q11677321	Aratama district
Q11677652	Makata Shrine
Q11677653	Makata Shrine
Q11677855	Koganeyama Shrine (Miyagi)
Q11677857	Koganeyama Shrine (Ishinomaki)
Q11678142	Kuromine Shrine
Q11678153	Kuroshima Shrine (Aira)
Q11678192	Kuroshima Shrine
Q11679017	Hanabushi Shrine
Q11679024	Hanazura Inari Shrine
Q11679222	Tatsuki Shrine
Q11679225	Ryūgū Shrine
Q11679232	Tatsuo Shrine
Q11679316	Tatsuta Shrine
Q11679332	Ryū Shrine
Q11679412	Tatsuno Shrine
Q12742788	Uji Shrine
Q13579879	Kadono district
Q15241312	Freebase Data Dumps
Q15467942	Nuka district
Q15919074	Tongxiao Shrine
Q15931876	Tōkō Shrine
Q16258190	chokusaisha
Q17128375	Shirakami Shrine
Q17191063	Akita Suwa-gū
Q17191164	Akone Yashiro
Q17191186	Asakuma Shrine
Q17191190	Asakura Shrine
Q17191305	Ashihara Shrine
Q17191369	Asō Shrine
Q17191533	Ato Shrine
Q17191773	Ama Kazukime Shrine
Q17191784	Tenjinsha
Q17191791	Amatsu Shrine
Q17191824	Ami Shrine
Q17191825	Ami Shrine
Q17191844	Amenohohinomikoto Shrine
Q17191862	Ayako Tenmangū
Q17191921	Arata Shrine
Q17192448	Awamiko Shrine
Q17192747	Iina Shrine
Q17193121	Isekisan Shrine
Q17193235	Ichitani Munakata Shrine
Q17193247	Ichinomiya Shrine
Q17193413	Inamura Shrine
Q17193550	Imakumano Shrine
Q17194122	Ujōda Shrine
Q17194134	Usunono Shrine
Q17209196	Naru Shrine
Q17209205	Saminaga Shrine
Q17209206	Kawara Shrine
Q17209213	Kawara Shrine, Kiyosu
Q17209232	Kawarabuchi Shrine
Q17209251	Kawawake Shrine
Q17209339	Takamimusuhi Shrine
Q17209556	Kan Daijin Shrine
Q17210894	Manzō Inari Shrine
Q17211507	Tatenui Shrine (Miho, Ibaraki)
Q17211721	Mike Shrine
Q17212120	Tanoe and Tanoe-Mimae Shrines
Q17212285	Shitomi Shrine
Q17212793	List of Shikinaisha in Buzen Province
Q17212913	Shima Shrine
Q17213329	Chikata Shrine (Kazo)
Q17213398	Kiyonoiba Shrine
Q17214144	Kugutsuhime Shrine
Q17214615	Mifune Shrine
Q17214737	Kunitsumioya Shrine
Q17215017	Kumano Shrine
Q17215324	Rokugo Shrine
Q17215982	Tsunaga Shrine
Q17216259	Tsumatsuhime Shrine
Q17216575	Shirahige Shrine
Q17216581	Wakarai Shrine
Q17216962	Shigariwake Shrine
Q17216999	Utari Shrine
Q17217102	Uchidahachimangū
Q17217272	Munakata Shrine (Kita-ku, Okayama)
Q17217329	Utsumochi Shrine
Q17217367	Unakorowake Shrine
Q17217724	Urausu Shrine
Q17217996	Uwato Shrine
Q17218032	Mure Shrine
Q17218056	Hokura Shrine
Q17218079	Shinmei Shrine
Q17218394	Ino Tenshō Kōtai Jingū
Q17218451	Tenjin-sha
Q17218563	Hachidai Shrine
Q17218751	Sugawara-in Tenman-gû
Q17218755	Sugawara Shrine
Q17218865	Sugihara Shrine
Q17218974	Awa-no-Mikoto Shrine
Q17218980	Kushi iwamado Shrine
Q17219569	Mononobe Shrine
Q17220383	Sumiyoshi Shrine
Q17220798	Rokusho Shrine
Q17220808	Keta Shrine
Q17220813	Sōja Shrine
Q17220820	Iwa Shrine (Matsumoto)
Q17220826	Ninomiya Akagi Shrine
Q17220832	Ono Shrine & Yahiko Shrine
Q17220841	Ikaho Shrine
Q17220848	Karai Shrine
Q17220856	Shidori Shrine (Isesaki)
Q17221205	Ōiwa-shinmei-gū
Q17221225	Ōu Shrine
Q17221435	Yasaka Shrine
Q17221438	Yasaka Shrine
Q17221549	Okuni Shrine
Q17221560	Yashirogi Shrine
Q17221968	Konagasaki Shrine
Q17222029	Yatsurugi Shrine
Q17222057	Konoko Shrine (Sugito)
Q17222452	Oda Shrine (Ibaraki)
Q17222582	Tomidaishiki Asuka Shrine
Q17222702	Otsuchi Mioya Shrine
Q17222949	Tomobuchi Hachiman Shrine
Q17223392	Ōmizu Shrine
Q17223420	Omiya Shrine
Q17223476	Kazama Shrine
Q17223513	Yamazue Shrine
Q17223514	Sone-tenmangu
Q17223553	Kashimamiko Shrine
Q17224057	Hikino Shrine
Q17224192	Yama-no-Kami Shrine
Q17224560	Okusawa Shrine
Q17224724	Okehazama-Shimmei-sha
Q17224770	Sakatekunari Shrine
Q17225063	Katori Shrine
Q17225307	Yubari Shrine
Q17225367	Hibayamakume Shrine
Q17225485	Otokosei Shrine
Q17225577	Himi Shrine
Q17225745	Kano Shrine
Q17225818	Yuta Shrine
Q17225838	Sashino Shrine
Q17225867	Takaoka Shrine
Q17225876	Sasutahiko Shrine
Q17225914	Takaoshihime Shrine
Q17225921	Ono Shrine
Q17225931	Takagawara Shrine
Q17225978	Obata Shrine
Q17225991	Satakunari Shrine
Q17226072	Hyōmai Shrine
Q17226111	Ohari Shrine
Q17226214	Kamisaki Shrine
Q17226256	Hiraoka Hachimangū
Q17226307	Takatsumi Shrine
Q17226399	Katta Shrine
Q17226473	Nakayama Shrine
Q17226544	Nakatomi Itate Shrine
Q17226760	Kamoshimo Shrine
Q17226767	Kamo Shrine
Q17226771	Kamo Shrine (Tamaki)
Q17226778	Kamo Shrine
Q17226795	Sana Shrine
Q17226924	Kai Shrine (Yamatokoriyama)
Q17226968	Nakahikawa Shrine
Q17227047	Narahara Shrine
Q17227076	Nagamiya-Hikawa Shrine
Q17227113	Nagahatabe Shrine
Q17227955	Oomiya (Higashiyodogawa-ku)
Q17228003	Ojiharina Mawakahime Shrine
Q17228121	Katada Shrine
Q17228197	Kawara Shrine
Q17228321	Kusakabeyoshimi Shrine
Q17228323	Kusanagi Shrine
Q17228337	Kuni Shrine
Q17228379	Kuronuma Shrine
Q17228423	Kōzaki Shrine & Komori Shrine & Arasaki Shrine
Q17228464	Kokage Shrine
Q17228701	Shiogama Shrine
Q17228733	Shinano-omiya-sha
Q17229062	Takihara Shrine
Q17229063	Takimatsurinokami
Q17229120	Tanoe-Ōmizu Shrine
Q17229202	Tsurugitachi Iwato Kowake No Mikoto Shrine
Q17229259	Tenman Shrine
Q17229311	Toga Shrine
Q17229499	Nagusa Shrine
Q17229533	Kuchira Shrine
Q17229562	Niu Shrine
Q17229932	Hisaizu Shrine
Q17230653	Yokoyama Hachimangū
Q17230661	Yoshikawa-hachiman Shrine
Q17238950	Iizuna Shrine
Q17988376	Ashiribetsu Shrine
Q17988632	Iinotakamiya-kouyama Shrine
Q17988913	Imamiya- Shrine
Q17991450	Komodahama Shrine
Q17993668	Shirakumo Shrine
Q17994294	Sugiyama Shrine
Q17994298	Sugiyama Shrine (Chigasaki)
Q17994300	Sugiyama Shrine
Q17994302	Sugiyama Shrine (Shrine, Hoshikawa)
Q17994598	Sumiyoshi Otomo Shrine
Q17995113	Semon Shrine
Q18233534	Takamu Shrine, Chikusa, Nagoya
Q18235752	Mononobe Shrine, Nagoya
Q18247357	group of structures or buildings
Q18335691	Ōma Inari Shrine
Q18336610	E Shrine
Q18337115	Susanoo Shrine
Q18337174	Sonai Shrine
Q18337197	Dairokuten Shrine
Q18337536	Toyozumi Shrine
Q18339120	Fukunaga Shrine
Q18339260	Hōtoku Ninomiya Shrine
Q18339461	Minagi Shrine
Q18457651	Watazumi Shrine
Q18571232	Category:Gokoku shrines
Q18728808	Category:Shikinaisha in Mimasaka Province
Q18728857	Category:Shikinaisha in Mino Province
Q18737499	Category:Shikinaisha in Hizen Province
Q18737502	Category:Shikinaisha in Higo Province
Q18737552	Category:Shikinaisha in Noto Province
Q18737997	Category:Shikinaisha in Wakasa Province
Q18738392	Category:Shikinaisha in Satsuma Province
Q18739268	Category:Shikinaisha in Sanuki Province
Q18739312	Category:Shikinaisha in Buzen Province
Q18739370	Category:Shikinaisha in Bungo Province
Q18739678	Category:Shikinaisha in Etchū Province
Q18739682	Category:Shikinaisha in Echizen Province
Q18739707	Category:Shikinaisha in Echigo Province
Q18739987	Category:Shikinaisha in Ōmi Province
Q18740386	Category:Shikinaisha in Tōtōmi Province
Q18741757	Category:Shikinaisha in Nagato Province
Q18742068	Category:Shikinaisha in Awa Province (Tokushima)
Q18742150	Category:Shikinaisha in Mutsu Province
Q18742175	Category:Shikinaisha in Oki Province
Q18742911	Category:Shikinaisha in Hida Province
Q18743296	Category:Shikinaisha in Suruga Province
Q18987537	Template:List of Shikinaisha by Province
Q18989938	Asamine Shrine
Q18991294	Ono Shrine (Nankoku)
Q18991452	Kasoyama Shrine
Q18991490	Katsurakio Shrine
Q19754765	Tokumori Shrine
Q19754774	Yagumo Shrine (Kimitsu)
Q19754813	Hitomi Shrine
Q19841356	Housono Shrine
Q19887675	Hakodate Gokoku Shrine
Q19953303	Shinzan Shrine
Q20038554	Arahira-tenjin
Q20039081	Otaki Shrine and Okata Shrine
Q20042898	Akaba Shrine
Q20042964	Atago Shrine
Q20043067	Kamiyama Shrine
Q20043146	Inabe Shrine
Q20043188	Iwakami Yamazumi Shrine
Q20043400	Ōita Shrine
Q20043474	Omura Shrine
Q20043641	Kashima Amatarashiwake Shrine
Q20043645	Kasuga Shrine (Takahama)
Q20044200	Kōnan Shrine
Q20044233	Korizu Shrine
Q20044508	Sakurai Koyasu Shrine
Q20044567	Sapporomura Shrine
Q20044758	Shichishosha
Q20044990	Shiroyama Shrine (Goto)
Q20045052	Shinmei-gū
Q20045111	Suzuka-myojinsha
Q20045170	Suwa Shrine
Q20644559	Mizonokuchi Shrine
Q20704140	Q20704140
Q21018911	Ontake Shrine
Q21019097	Seta-Tamagawa Shrine
Q21019410	Hikawa Shrine
Q21019665	Osake Shrine
Q21019695	Manzoku Inari Shrine
Q21019704	Yamaguni Shrine
Q21019858	Yoga Shrine
Q21449537	Gaoshi Shrine
Q21480958	Futako Shrine
Q21546342	Category:Twenty-Two Shrines
Q21652327	Aomori Gokoku Shrine
Q21652575	Aigahachiman Shrine
Q21652668	Okinokojima Shrine
Q21652960	Mount Kinbusan
Q21654034	Nishikiyama Tenmangū
Q21654196	Hassamu Shrine
Q21654507	Futagami-yama Shrine (Tottori Prefecture)
Q21655259	Odai Agata Shrine
Q21655261	Yama Shrine
Q21655262	Tono Shrine
Q21655263	Kinumaki Shrine
Q21655264	Ikazuchi Shrine
Q21655265	Sannomiya Shrine
Q21655266	Wakaikaho Shrine
Q21655268	Kamaka Shrine
Q21655271	Keta district
Q21866368	Muroran Hachimangu Shrine
Q21866371	Nakajima Shrine
Q22117774	Aso Shrine
Q22117785	Amagasaki Ebisu Shrine
Q22117797	Amezakura Shrine
Q22117831	Ionoi Shrine
Q22117854	Isagawa Shrine
Q22117869	Ishifune Shrine
Q22117916	Inasaki Shrine
Q22117940	Iyahiko Shirine
Q22117958	Iwaseki Shrine
Q22118078	Ōga Shrine
Q22118182	Okadama Shrine
Q22118306	Katsuragi Mikumari Shrine
Q22118378	Kameda Hachimangū
Q22118385	Kamo Shrine
Q22118539	Kibune Shrine
Q22118593	Kute Shrine
Q22118623	Kururi Shrine
Q22118758	Goryō Shrine
Q22118945	Shinano Shrine
Q22118955	Shinoro Shrine
Q22119046	Shirahige Shrine (Tochigi Prefecture)
Q22119047	Shirahige Shrine
Q22119048	Shirahige Tawara Shrine
Q22119059	Shinkai Sansha Shrine
Q22119116	Sudō Tennō-sha
Q22119155	Sengen Shrine
Q22119221	Daijingu Shrine
Q22119349	Tanashi Shrine
Q22119374	Tarukawa Shrine
Q22119431	hikida Shrine
Q22119448	Tsuge Mikumari Shrine
Q22119478	Tsuriishi Shrine
Q22119495	Teine Shrine
Q22119505	Tenjin-sha
Q22119690	Toyooka Kami Tenjinsha
Q22119709	Toyohira Shrine
Q22119789	Nagara Shrine
Q22119793	Nagibayashi Shrine
Q22119811	Naruo Hachiman Shrine
Q22119884	Nitta Shrine (Ōta City)
Q22119901	Nihonmatsu Shrine
Q22119953	Hakusan Shrine
Q22119986	Hachita Shrine
Q22119988	Hachiman Shrine
Q22119989	Hachimangū
Q22119996	Hanaoka Shrine
Q22120029	Hayashi Shrine (Tonami)
Q22120059	Handa Inari Shrine
Q22120062	Ban'naguro Shrine
Q22120087	Hikawa Shrine (Urawa-ku)
Q22120105	Hitsuji Shrine (Nagoya)
Q22120144	Hiroo Inari Shrine
Q22120157	Fūhaku Shrine
Q22120305	Homori Shrine
Q22120521	Miyake Shrine
Q22120551	Miyahara Shrine
Q22120672	Yakumo Shrine
Q22120773	Yuki Shrine
Q22120874	Retsureppu Shrine
Q22120883	Rokusho Shrine
Q22120889	Wakamiya Hachiman Shrine
Q22120898	Wakeoe Shrine
Q22120915	Warabi Shrine
Q23985153	Taisha
Q24017414	second-order class
Q24316227	Suitengū Shrine
Q24859420	Yamaguchi Shrine
Q24859978	Naebo Shrine
Q24861740	Ōishi Shrine
Q24862515	Takeuchi Shrine
Q24863397	Sugiyama Shrine (Katakura)
Q24863430	Shinmei-sha
Q24863642	Ame-no-Toyotarashikara-hime-no-mikoto Shrine
Q24864064	Kushirokahime Shrine
Q24864985	Oiso Shrine
Q24865035	Umamioka Watamuki Shrine
Q24865367	Kai Shrine (Kashima)
Q24865971	Oyachi Shrine
Q24867437	Nemichi Shrine
Q24867946	Yokote-shinmeisha
Q24870457	Yabuta Shrine
Q24870597	Anaishi Shrine
Q24871012	Yoka Shrine
Q24871075	Sasa Shrine
Q24871133	Subari Shrine
Q24871292	Kitaonie-hachimangū
Q24871365	Maebashi Tōshō-gū
Q24871378	Iwaki Jinja
Q24871799	Toyotari Shrine
Q24872091	Oide Shrine
Q24872272	Uraga Shrine
Q24872505	Shirataki Shrine
Q24872550	Hiwasa Hachiman Shrine
Q24873051	Omono nushi Shrine
Q24873126	Washitori Shrine
Q24873400	Mishima Shrine
Q24874608	Kamisumuji Shrine
Q24875740	Niiyama Shrine
Q24875774	Shiga Shrine
Q24876134	Shimada Shrine
Q24876393	Mioya Shrine
Q24876715	Makata- Shrine
Q24898358	Yoshida Shrine
Q24899217	Takahashi Shrine
Q25104460	Takayama Inari Shrine
Q26972768	Yama‑no‑Kami Shrine
Q27139662	Kawauchi Shrine
Q27595500	Kotohira Shrine
Q27955487	Atsugi Shrine
Q28682038	Kamo Shrine
Q28682505	Takagi Shrine
Q28682672	Yagara Shrine
Q28682714	Adachi Shrine (Urawa-ku)
Q28682729	Kisa Shrine
Q28682730	Akunami Shrine
Q28682737	Nahe Shrine
Q28682738	Kataoka Shrine
Q28682890	Nagahama Shrine
Q28683054	Suga Shrine
Q28683513	Kamine Shrine
Q28683759	Mishima Shrine
Q28684010	Hyōsu Shrine
Q28684144	Sashinō Shrine
Q28684427	Ryūzōji-hachinamgū
Q28685016	Shitori Shrine
Q28685020	Hirakawa-shinmeisha
Q28685064	Iwata-hachimangū
Q28685121	Uneotsutamoto Shrine
Q28685653	Kotohira Shrine
Q28685922	Oitsu Shrine
Q28686194	Shirahata-Tenjinsha
Q28686772	Naige-Daijingu
Q28687197	Kashima Daijingu
Q28688692	Maginu Shrine
Q28688713	Fujimoto Shrine
Q28689401	Sōja
Q28690058	Kasumekentou Shrine
Q28690064	Kentō Shrine
Q28690200	Atsuwa Shrine
Q28690720	Kohama Hachiman Shrine
Q28691383	Naimen Shinmei-sha
Q28691402	Sakurayama Shrine
Q28691730	Ikejiri Inari Shrine
Q28691797	Ibe Iwakura Shrine
Q28692008	Nagase Hachimangū
Q28693031	Shizuhi Shrine
Q28693184	Wakae Kagami Shrine
Q29115973	Ushitora Shrine
Q30466389	Category:San-no-Miya
Q30922754	Ōmi Shrine
Q30923269	Okitsushima Shrine
Q30924114	Hitokotonushi Shrine
Q30924303	Hie Shrine
Q30924846	Atago Shrine (Kasama)
Q30925481	Ou no Miyaizu Shrine
Q30925511	Sengen Shrine
Q30925534	Ikan Shrine
Q30925653	Taimasan Shrine
Q30925805	Kiso-sanja Shrine
Q30925808	Kiso Mibashira Shrine
Q30926224	Inumaru-tenmangū
Q30926305	Shinmei Shrine (Higashi Kurume)
Q30928288	Otoshi Konpira Shrine
Q30928447	Isora Shrine
Q30929765	Mankusen Shrine
Q30930458	Kanfune Shrine
Q30930977	Shinmei-gū
Q30931377	Uneoni Masutakehayaniyasu Shrine
Q30932144	Kanki Hachiman Shrine
Q30932700	Kasanogi Inari Shrine
Q30933144	Aitsuchi Shrine
Q30933323	Izumoiwai Shrine, Moroyama
Q30933522	Iwanai Shrine
Q30934148	Kamikasuya Shrine
Q30934659	Ame-no-Miya Shrine
Q30934797	Soshino-hachimangū
Q30935472	Takeo Shimokorihiko Shrine
Q30935830	Ubusuna Hachiman Shrine
Q30935875	Gosho Shrine
Q30935930	Murahi Shrine
Q30936766	Suwa Shrine (Tsunashima, Kōhoku-ku)
Q30937600	Oiwa Shrine
Q30937956	Toyokage Shrine
Q30938096	Karita-hachimangū
Q38275942	Onden Shrine
Q38276022	Ishi Shrine
Q38276233	Miyamizu Shrine
Q38276245	Chinjufu-hachimangū
Q38276448	Saba Shrine
Q38277566	Mikawa Inari Shrine
Q38278417	Yomochi Shrine
Q38278473	Hahime Shrine
Q38278496	Kagamitsukuri Nimasu Amateru Mitama Shrine
Q38278497	Musanimasu Shrine
Q38278628	Hiyoshi Shrine
Q38279392	Sō no Miagata Niimasu Shrine
Q38279471	Iinari Shrine
Q40033163	Saneharu Sanjō
Q42006280	Honmoku Shrine
Q43594496	Kodaira Shinmei-gu
Q43594501	Hondo Suwa Shrine
Q43594517	Ōi-zaō Gongen Shrine
Q43594526	Sawadahachiman Shrine (Fujiidera)
Q43594535	Ōmi Kunitama Shrine
Q43594549	Yamato Okunitama Shrine, Mima
Q43594557	Kunigami Shrine
Q43594590	Ikenimasu Asagiri Kihatahime Shrine
Q43594600	Osada Nimasu Amateru Mitama Shrine
Q43594603	Yamato Onchi Shrine
Q43594607	Kagamitsukurimake Shrine
Q43594611	Hobata Shrine
Q43594622	Hokkaidō Tōshō-gū
Q43594629	Ishikari Hachiman Shrine
Q43594637	Inashironimasu Shrine
Q43594646	Takechino Miagata Shrine
Q43594654	Hahō Shrine
Q43594663	Ōnamochi Shrine
Q43594812	Ōji Shrine
Q43594821	Oyamazumi Shrine
Q43594829	Yasaka Shrine
Q43594845	Izanami Shrine
Q43594855	Izanami Shrine, Mima
Q43594862	Kumano Shrine
Q43594869	Hime Shrine (Nanto City)
Q43594894	Itsukushima Shrine
Q43594904	Inari Shrine
Q43594910	Iwakura Shrine
Q43594918	Kataoka Shrine
Q43594929	Katayama Shrine
Q43594945	Nishinomiya Shrine
Q43595110	Kinumaru Shrine
Q44393923	Shakuma Shrine
Q44393931	Ebisu Shrine
Q44393940	Shirane Shrine
Q44393958	Hōmi Tenjinsha
Q45193026	Orido Hachiman Shrine
Q48744171	Hiramatsu Shrine
Q48754475	Iwato Wake Shrine
Q48754595	Sugawara Shrine
Q48754640	Shizuri Shrine
Q48754781	Tatsuichi Shrine
Q48754918	Kotai Shrine
Q48755655	Kokuwakura Shrine
Q48755963	Kasuga Shrine
Q48757057	Daishōgun Shrine (Nara City)
Q48757073	Tada Shrine (Tabuto Shrine)
Q48757091	Kashiwagi-tenmangū
Q48757104	Mizukagami Tenjinsha
Q48757542	Kai Tenmangu
Q48757552	Sainami Tenjinsha
Q48758282	Shirahito Shrine
Q48758315	Hanoura Shrine
Q48758325	Okanoue Shrine
Q48758332	Ushihiko Shrine
Q48758357	Takefutsu Nishinomiya Shrine
Q48758365	Takefutsu Shrine
Q48758374	Akanta Shrine
Q48758379	Igasa Shrine
Q48758380	Hayasame Shrine
Q48758383	Toyokuni Shrine
Q48758398	Sakurama Shrine
Q48758430	Yahoko Shrine
Q48758503	Kotoshironushi Shrine
Q48758510	Annai Shrine
Q48758612	Noda-hachimangū
Q48758696	Tsuki Shrine
Q48758859	Nitta Shrine
Q48758872	Nitta Shrine (Kawasaki City)
Q48759389	Mimatsuhiko Shrine
Q48759404	Takeminatomi Shrine
Q48761121	Karamatsu Shrine
Q48761131	Isagawa Shrine
Q48761292	Hakusan Shrine
Q48762570	Karakuni Shrine
Q48762976	Kotai Shrine
Q48763365	Fuchi Shrine
Q48763553	Tamatsuoka Shrine
Q48763696	Oshisaka Yamaguchi Numasu Shrine
Q48763725	Minushi Shrine
Q48764406	Okamura Tenmangū
Q50809348	Torinoko Sansho Shrine
Q51199197	Komadome-Hachiman Shrine
Q52728642	Hachiman Shrine, Nakamura, Nerima
Q52729136	Takamatsuhachiman Shrine
Q52729406	Saginomiya Hachiman Shrine
Q53633826	Omi Shrine
Q54153251	Ichihara Inari Shrine
Q54153252	Yasaka Shrine
Q54153253	Onsen Shrine
Q54153255	Hassho Shrine
Q54153257	Takanoki Shrine
Q54153258	Daishōgun Shrine (Kyoto City Higashiyama Ward)
Q54153260	Takachiniimasu Shrine
Q54153261	Kamo Shrine
Q54153262	Mizushi Shrine
Q54153263	Tsukiyomi Shrine
Q54153264	Tanakurahiko Shrine
Q54153265	Chikatsu Shrine
Q54153266	Hirono Shrine
Q54153270	Mitsue Shrine
Q54153271	Kushitamanomikoto Shrine
Q54153272	Amenotakechi Shrine
Q54153274	Oshisaka Nimai Sukune Shrine
Q54153276	Karukomuranimasu Shrine
Q54153277	Chihayahiko Shrine
Q54153278	Kagamitsukuri Ita Shrine
Q54153279	Kitashita Shrine
Q54153288	Takio Shrine
Q54153289	Mukuhashi Sōja
Q54153290	Shingū Shrine
Q54153291	Atsuta Shrine (Ishikari)
Q54153292	Suwa Shrine (Nishio)
Q54868100	Hakusansha
Q55076890	Ichinoya-Yasaka Shrine
Q55450375	Akabane-hachiman Shrine
Q55522676	Yasura Shrine
Q55531665	Tawaki Hiyoshi Shrine
Q55532282	Saguri Shrine
Q55532347	Tonoki Shrine
Q55532885	Yanagimori Shrine
Q55532887	Hirakawa-tenmangu
Q55533377	Hakken-gū
Q55533873	Kozuchi Shrine
Q55537218	Tōsu no Yashiro
Q55537221	Minami Shingū-sha
Q55538115	Senzoku Inari Shrine
Q55539277	Ichinomisaki Shrine
Q55540317	Ōmunaji Shrine
Q55540540	Shidori Shrine
Q55541642	Sato Shrine (Hitachiota)
Q55589090	Category:Ichinomiya (Region)
Q55618890	Nobeno Shrine (Hisai Hachimangu)
Q56346687	Kasuga Shrine
Q56346760	Saki Shrine
Q56346769	Saki Shrine
Q56347526	Ōhama Hachiman Daijinja
Q56347548	Kawakami Tenmangū
Q56347696	Isaida Inari Shrine
Q56347778	Tadanomoto Shrine
Q56350254	Tamura Shrine
Q56352076	Sawawachigi Shrine
Q56523409	Kotohira Shrine
Q56760791	Sanhashira Shrine
Q56883945	Moriya Shrine
Q56886435	Gōdo-hachimangū
Q57023525	Hakusan-sha
Q57156038	Hakusan Shrine
Q57338160	Waka Shrine
Q57617988	Mamada Hachimangu
Q57923528	Inada Shrine
Q57931939	Ikarashi Shrine
Q58209684	Himuro Shrine, Tenri city
Q58213337	Hachiman Daijingū (Osaka)
Q58793580	Sendai Inari Shrine
Q58874491	Sannōgū-Hiyoshi Shrine
Q58875197	Wakinomiya Shrine
Q59282569	Kohinata Shrine
Q59282579	Tsuge-yamaguchi Shrine
Q59282581	Tsugeyamaguchi Shrine
Q59282584	Nagakura Shrine
Q59282586	Shikinai Tatehara Shrine
Q59282589	Wanishita Shrine (Ichinomoto)
Q59282593	Wanishita Shrine
Q59282601	Yamabe Shrine
Q59282622	Awa Shrine (Oyama)
Q59282626	Kingoryū Shrine
Q59282631	Hakusangū
Q59282636	Hokotsuki Shrine
Q59282641	Oda Shrine
Q59282642	Chikagata Shrine
Q59282644	Takagi Shrine
Q59282646	Kuroishi Shrine
Q59282652	Ōno Shrine
Q59820876	Senbei Shrine
Q60297838	Miwa Shrine
Q60985334	Hime Shrine
Q60988150	Toyagasaki Shrine
Q60988165	Hazu Shrine
Q60988248	Mitake Shrine
Q60988403	Ōtori Shrine
Q60988459	Kamo Yamaguchi Shrine
Q60988633	Hakusan Shrine
Q60988642	Hakusan Shrine
Q60988677	Tenzan-jinja
Q60988940	Amaterasu Mioya Shrine
Q60988994	Kumano Shrine
Q60989042	Hachiman Shrine (Fukaya)
Q60989138	Tomita Yasaka Shrine
Q60989143	Hirayanagi Hoshinomiya Shrine
Q60989150	Tomita Hoshinomiya Shrine
Q60989285	Yahatabashi Hachiman Shrine
Q60989291	Negishihachiman Shrine
Q60989508	Nishinoda Raiden Shrine
Q60989524	Hachiman Shrine
Q60989626	Umashi Shrine
Q60989982	Ōtsuchi Inari Shrine
Q60990573	Minatosumiyoshi Shrine
Q60990906	Sunari Shrine
Q60990941	Takaya Shrine
Q61005943	Category:Regional Sōja
Q61058050	Omiashi Shrine
Q61058183	Isuzu Shrine
Q61700660	gokoku shrine
Q62056170	Arei Shrine
Q63147912	Ubushina Shrine
Q63147940	Yadoriki Shrine
Q63147950	Shinmei-sha
Q63147958	Asai Atago Shrine
Q63147962	Sumiyoshi Shrine
Q63147976	Samakumine Shrine
Q63147989	Futamata Shrine
Q63148000	Sengan Shrine
Q63148006	Ogura Shrine
Q63148027	Kumano Shrine
Q63148033	Hie Shrine
Q63148107	Kanbara Shrine
Q63148121	Hakusan Shrine
Q63891076	Ogura Shrine
Q63891125	Amayukawata Shrine
Q63981812	Shiki no Miagata Nimasu Shrine
Q64226302	Tanao Shrine
Q64524645	Sakurai Shrine
Q64969614	Futami Okitama Shrine
Q65248449	Gosha-no-Hokora
Q65248550	Ima-hachimangū
Q65248733	Sata-tenjingu
Q65249271	Kattamine Shrine
Q65249387	Tsurugi Shrine
Q65249572	Junisho Shrine
Q65250614	Kotan Hachiman Shrine
Q65259139	Iwafune Shrine, Konan
Q65260948	Afuchi Shrine
Q65269024	Origami Inari Shrine
Q65269150	koromo Shrine
Q65270637	Kasuga Shrine
Q65271027	Motokariya Shrine
Q65272688	Kumano Sansho Shrine
Q65276379	Misaka Shrine
Q65277444	Tateyama Shrine
Q65278507	Ayabe Shrine
Q65278999	Hazukashi Shrine
Q65279652	Yoki Tenman Shrine
Q65279926	Hanaoka-hachimangu
Q65291930	Adakaya Shrine
Q65293934	Kashima Shrine
Q65498694	Yanahime Shrine
Q65646259	Category:Ni-no-Miya
Q65681696	Isobe inamura Shrine
Q65734340	Takehime Shrine
Q65962628	Kashiwai Hachiman-sha
