qid,en_label,ja_label,source_lang,source_label,target_lang,prefix,cleaned_input,tokiponized,toki_pona_label,has_tok_label,existing_tok_labels
Q134955944,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134955960,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134988781,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134988801,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886639,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886644,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886782,Inari Shrine,伊奈利神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886797,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886802,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886807,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134956313,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134956649,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134957430,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886752,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886769,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886774,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134955856,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134957504,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134957536,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134957537,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134988808,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134955563,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134955561,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134956159,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134956175,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134956199,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134957569,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134957573,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134957822,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134955583,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134955661,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134957759,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134957778,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134957779,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134887056,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134957837,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134957856,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886838,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886836,Inari Shrine,伊奈利神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886856,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886975,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886982,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886981,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134988868,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134989092,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886819,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886961,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886967,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886973,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134955719,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134956569,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134957867,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134957889,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134989029,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134956476,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134956495,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134956511,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134956546,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134956545,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134956782,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134956789,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134956799,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134956800,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134988945,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135039601,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134955849,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134989142,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134956746,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134955747,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134887031,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134955777,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134955811,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134956845,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134956859,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134988734,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134989336,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886941,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134958115,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134958120,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134958136,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134958182,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134956953,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135000790,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134957099,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134957109,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134887099,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134887104,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134887121,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134956877,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134957126,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135000805,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135000808,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135000822,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135000853,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134958228,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134958247,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134957205,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134957220,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134958002,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134958082,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134957077,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134989395,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134989469,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134957188,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134958198,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134958197,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134958307,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135070164,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135154233,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135154320,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135154326,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135154450,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135154449,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135154460,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135154478,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135154259,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135154266,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135154265,Inari Shrine,稲荷社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135154272,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135154417,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135154427,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135155685,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135154612,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135154618,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135154717,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135155630,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135155638,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135153691,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135153705,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135154828,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135154571,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135154580,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135155694,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135155695,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135155776,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135155777,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135155789,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135154530,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135154542,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135069560,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135153618,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135153661,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135153666,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135153667,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135156035,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135156044,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135156053,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135156056,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135154304,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135154305,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135154313,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135154500,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135154511,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135154515,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135155802,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135155812,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135153794,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135153802,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135153807,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135153821,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135154754,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135154755,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135154773,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135154784,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135155902,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135155911,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135154644,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135156078,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135156087,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135156099,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135154879,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135154888,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135154903,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135155972,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135155973,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135154797,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135154807,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135153635,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135153639,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135153644,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135153645,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135153854,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135153853,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135153863,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135153875,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135153873,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135154722,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135154723,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135154735,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135154736,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135154741,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135154747,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135154062,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135154081,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135153987,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135154012,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135156106,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135156122,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135156127,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135153725,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135153734,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135153745,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135153748,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135155029,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135155036,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135153756,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135153776,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135153782,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135153978,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135155941,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135155281,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135155293,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886329,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886348,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886349,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134886352,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134887147,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134887148,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134887154,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q134887153,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135154817,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135259489,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135259519,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135259627,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135259657,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135156176,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135156177,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135154089,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135154103,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135154120,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135154986,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135154998,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135155002,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135155003,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135155110,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
Q135155120,Inari Shrine,稲荷神社,id,Kuil Inari,tok,Kuil,inari,Inali,tomo sewi Inali,False,
